order_id,customer_id,order_date,due_date,order_status,order_total,delivery_status,delay_reason_id,root_cause_id,category,description,severity_level
30468,1527,2025-05-14,2025-05-16,Completed,3653.6,On-Time,5,5,Vendor,Vendor Delay,High
30482,4792,2025-01-15,2025-01-17,Completed,4177.55,On-Time,5,5,Vendor,Vendor Delay,High
30487,3005,2024-11-15,2024-11-18,Completed,4725.08,On-Time,5,5,Vendor,Vendor Delay,High
30493,7968,2024-08-24,2024-08-28,Completed,3905.46,On-Time,5,5,Vendor,Vendor Delay,High
30495,10501,2024-12-13,2024-12-15,Completed,4377.22,On-Time,5,5,Vendor,Vendor Delay,High
30501,9218,2025-04-29,2025-04-30,Completed,4644.14,On-Time,5,5,Vendor,Vendor Delay,High
30515,5666,2024-09-21,2024-09-24,Completed,3854.57,On-Time,5,5,Vendor,Vendor Delay,High
30518,14199,2025-02-23,2025-02-28,Completed,11316.42,On-Time,5,5,Vendor,Vendor Delay,High
30519,12158,2024-07-20,2024-07-25,Completed,4425.0,On-Time,5,5,Vendor,Vendor Delay,High
30521,15893,2024-07-23,2024-07-27,Completed,778.04,On-Time,5,5,Vendor,Vendor Delay,High
30522,15137,2024-12-05,2024-12-10,Completed,2626.0,On-Time,5,5,Vendor,Vendor Delay,High
30523,7150,2024-08-02,2024-08-06,Completed,1731.5,On-Time,5,5,Vendor,Vendor Delay,High
30530,6939,2025-06-23,2025-06-24,Completed,490.83,On-Time,5,5,Vendor,Vendor Delay,High
30532,19201,2025-03-09,2025-03-10,Completed,7041.79,On-Time,5,5,Vendor,Vendor Delay,High
30536,18650,2025-02-10,2025-02-15,Completed,7630.84,On-Time,5,5,Vendor,Vendor Delay,High
30547,4476,2025-05-15,2025-05-19,Completed,5952.89,On-Time,5,5,Vendor,Vendor Delay,High
30550,17518,2024-09-19,2024-09-21,Completed,8011.32,On-Time,5,5,Vendor,Vendor Delay,High
30553,7534,2024-07-02,2024-07-03,Completed,1894.85,On-Time,5,5,Vendor,Vendor Delay,High
30555,4158,2024-10-11,2024-10-13,Completed,4551.42,On-Time,5,5,Vendor,Vendor Delay,High
30559,8643,2024-10-25,2024-10-28,Completed,136.52,On-Time,5,5,Vendor,Vendor Delay,High
30562,19065,2025-01-01,2025-01-03,Cancelled,4575.84,Lost,5,5,Vendor,Vendor Delay,High
30565,1054,2024-07-20,2024-07-22,Delayed,5685.43,Delayed,5,5,Vendor,Vendor Delay,High
30578,16599,2024-11-08,2024-11-10,Completed,4901.97,On-Time,5,5,Vendor,Vendor Delay,High
30582,16402,2024-07-23,2024-07-25,Completed,6948.36,On-Time,5,5,Vendor,Vendor Delay,High
30583,10281,2024-08-17,2024-08-20,Completed,515.44,On-Time,5,5,Vendor,Vendor Delay,High
30586,15529,2024-11-21,2024-11-26,Cancelled,6064.42,Lost,5,5,Vendor,Vendor Delay,High
30589,17951,2025-02-07,2025-02-12,Completed,2658.64,On-Time,5,5,Vendor,Vendor Delay,High
30592,13902,2024-07-12,2024-07-15,Completed,4892.63,On-Time,5,5,Vendor,Vendor Delay,High
30613,1929,2025-03-12,2025-03-15,Completed,4738.94,On-Time,5,5,Vendor,Vendor Delay,High
30615,768,2025-02-06,2025-02-09,Completed,1426.72,On-Time,5,5,Vendor,Vendor Delay,High
30617,5072,2024-07-20,2024-07-24,Delayed,5299.67,Delayed,5,5,Vendor,Vendor Delay,High
30621,8601,2025-03-11,2025-03-15,Completed,1064.17,On-Time,5,5,Vendor,Vendor Delay,High
30623,11963,2025-03-28,2025-04-02,Completed,5309.56,On-Time,5,5,Vendor,Vendor Delay,High
30632,14009,2024-12-23,2024-12-27,Completed,3166.37,On-Time,5,5,Vendor,Vendor Delay,High
30633,1602,2025-04-29,2025-05-04,Completed,4789.72,On-Time,5,5,Vendor,Vendor Delay,High
30638,11988,2024-10-11,2024-10-16,Completed,7120.36,On-Time,5,5,Vendor,Vendor Delay,High
30643,13555,2025-02-20,2025-02-23,Delayed,1981.85,Delayed,5,5,Vendor,Vendor Delay,High
30649,5736,2025-05-16,2025-05-21,Completed,6537.42,On-Time,5,5,Vendor,Vendor Delay,High
30656,15234,2024-09-01,2024-09-03,Completed,2204.5,On-Time,5,5,Vendor,Vendor Delay,High
30660,7885,2025-06-13,2025-06-15,Completed,6186.1,On-Time,5,5,Vendor,Vendor Delay,High
30661,7833,2025-05-25,2025-05-26,Completed,6522.6,On-Time,5,5,Vendor,Vendor Delay,High
30662,10578,2025-06-20,2025-06-24,Completed,6387.8,On-Time,5,5,Vendor,Vendor Delay,High
30665,4071,2025-05-28,2025-06-01,Completed,5914.61,On-Time,5,5,Vendor,Vendor Delay,High
30666,19124,2025-01-20,2025-01-21,Completed,5090.93,On-Time,5,5,Vendor,Vendor Delay,High
30696,4801,2025-01-03,2025-01-05,Completed,2467.26,On-Time,5,5,Vendor,Vendor Delay,High
30702,17826,2025-05-23,2025-05-28,Completed,3696.35,On-Time,5,5,Vendor,Vendor Delay,High
30710,18624,2025-05-09,2025-05-11,Completed,974.85,On-Time,5,5,Vendor,Vendor Delay,High
30712,13127,2024-10-21,2024-10-25,Completed,7574.69,On-Time,5,5,Vendor,Vendor Delay,High
30718,3176,2025-02-21,2025-02-26,Completed,4101.28,On-Time,5,5,Vendor,Vendor Delay,High
30726,1980,2025-01-05,2025-01-09,Completed,4027.53,On-Time,5,5,Vendor,Vendor Delay,High
30730,11967,2024-09-23,2024-09-25,Completed,9253.64,On-Time,5,5,Vendor,Vendor Delay,High
30732,17347,2024-09-20,2024-09-23,Completed,10646.29,On-Time,5,5,Vendor,Vendor Delay,High
30739,10479,2025-01-04,2025-01-09,Delayed,3645.68,Delayed,5,5,Vendor,Vendor Delay,High
30749,16199,2025-05-21,2025-05-23,Completed,5832.37,On-Time,5,5,Vendor,Vendor Delay,High
30758,19331,2025-06-23,2025-06-24,Delayed,1790.25,Delayed,5,5,Vendor,Vendor Delay,High
30761,5934,2024-11-19,2024-11-23,Delayed,3044.58,Delayed,5,5,Vendor,Vendor Delay,High
30773,18391,2024-11-10,2024-11-15,Completed,6857.78,On-Time,5,5,Vendor,Vendor Delay,High
30775,1364,2025-06-28,2025-07-02,Completed,6935.75,On-Time,5,5,Vendor,Vendor Delay,High
30787,6791,2025-06-20,2025-06-21,Completed,2876.02,On-Time,5,5,Vendor,Vendor Delay,High
30794,14039,2025-05-29,2025-05-31,Delayed,1761.67,Delayed,5,5,Vendor,Vendor Delay,High
30797,19934,2025-04-01,2025-04-02,Completed,8808.47,On-Time,5,5,Vendor,Vendor Delay,High
30809,13562,2025-01-26,2025-01-27,Completed,2471.36,On-Time,5,5,Vendor,Vendor Delay,High
30810,9796,2025-03-06,2025-03-08,Completed,5254.56,On-Time,5,5,Vendor,Vendor Delay,High
30813,8390,2025-05-07,2025-05-12,Completed,3132.35,On-Time,5,5,Vendor,Vendor Delay,High
30814,1216,2024-10-25,2024-10-26,Completed,4250.5,On-Time,5,5,Vendor,Vendor Delay,High
30818,2271,2024-12-12,2024-12-16,Delayed,6857.71,Delayed,5,5,Vendor,Vendor Delay,High
30819,5225,2024-08-06,2024-08-09,Completed,5741.32,On-Time,5,5,Vendor,Vendor Delay,High
30820,16000,2025-01-20,2025-01-24,Completed,6428.82,On-Time,5,5,Vendor,Vendor Delay,High
30831,1176,2025-06-30,2025-07-01,Completed,3992.02,On-Time,5,5,Vendor,Vendor Delay,High
30837,16526,2025-01-28,2025-01-31,Completed,8727.91,On-Time,5,5,Vendor,Vendor Delay,High
30855,3553,2025-04-03,2025-04-08,Delayed,7577.5,Delayed,5,5,Vendor,Vendor Delay,High
30859,10573,2024-12-26,2024-12-28,Completed,8397.77,On-Time,5,5,Vendor,Vendor Delay,High
30867,14662,2025-03-17,2025-03-19,Completed,7703.32,On-Time,5,5,Vendor,Vendor Delay,High
30871,147,2025-06-26,2025-07-01,Completed,2646.53,On-Time,5,5,Vendor,Vendor Delay,High
30874,19737,2025-01-07,2025-01-10,Completed,1670.49,On-Time,5,5,Vendor,Vendor Delay,High
30876,12921,2025-06-25,2025-06-28,Completed,5368.63,On-Time,5,5,Vendor,Vendor Delay,High
30878,9858,2024-09-28,2024-10-02,Completed,9721.27,On-Time,5,5,Vendor,Vendor Delay,High
30881,1400,2025-01-10,2025-01-12,Completed,6830.22,On-Time,5,5,Vendor,Vendor Delay,High
30891,9640,2024-11-30,2024-12-02,Completed,1196.16,On-Time,5,5,Vendor,Vendor Delay,High
30894,14594,2025-02-28,2025-03-04,Completed,2236.83,On-Time,5,5,Vendor,Vendor Delay,High
30902,13943,2024-11-15,2024-11-20,Completed,868.64,On-Time,5,5,Vendor,Vendor Delay,High
30903,13036,2025-01-14,2025-01-15,Completed,2997.85,On-Time,5,5,Vendor,Vendor Delay,High
30921,12168,2025-02-01,2025-02-03,Completed,831.56,On-Time,5,5,Vendor,Vendor Delay,High
30923,18858,2025-05-01,2025-05-03,Completed,1239.48,On-Time,5,5,Vendor,Vendor Delay,High
30925,19700,2025-04-09,2025-04-14,Completed,7151.31,On-Time,5,5,Vendor,Vendor Delay,High
30949,9619,2025-06-04,2025-06-05,Completed,3361.12,On-Time,5,5,Vendor,Vendor Delay,High
30952,8368,2025-06-18,2025-06-22,Completed,3219.33,On-Time,5,5,Vendor,Vendor Delay,High
30953,2973,2024-11-24,2024-11-29,Completed,6602.47,On-Time,5,5,Vendor,Vendor Delay,High
30960,3199,2024-11-15,2024-11-20,Completed,3847.35,On-Time,5,5,Vendor,Vendor Delay,High
30968,16111,2025-03-22,2025-03-26,Completed,7359.32,On-Time,5,5,Vendor,Vendor Delay,High
30976,15435,2024-12-24,2024-12-29,Completed,5120.07,On-Time,5,5,Vendor,Vendor Delay,High
30994,15682,2025-01-01,2025-01-05,Completed,2644.99,On-Time,5,5,Vendor,Vendor Delay,High
31000,15497,2024-09-07,2024-09-11,Completed,7566.81,On-Time,5,5,Vendor,Vendor Delay,High
31002,19211,2024-10-19,2024-10-22,Completed,3725.01,On-Time,5,5,Vendor,Vendor Delay,High
31007,4814,2024-07-07,2024-07-10,Completed,9710.18,On-Time,5,5,Vendor,Vendor Delay,High
31008,6129,2024-07-14,2024-07-17,Completed,9582.86,On-Time,5,5,Vendor,Vendor Delay,High
31011,1236,2024-08-20,2024-08-25,Completed,2340.63,On-Time,5,5,Vendor,Vendor Delay,High
31013,12149,2025-05-22,2025-05-25,Completed,3211.57,On-Time,5,5,Vendor,Vendor Delay,High
31016,7017,2025-03-08,2025-03-11,Cancelled,4881.32,Lost,5,5,Vendor,Vendor Delay,High
31043,13655,2024-12-06,2024-12-10,Completed,7384.24,On-Time,5,5,Vendor,Vendor Delay,High
31047,8585,2024-07-27,2024-07-29,Cancelled,4067.25,Lost,5,5,Vendor,Vendor Delay,High
31051,7091,2024-10-20,2024-10-21,Delayed,3331.31,Delayed,5,5,Vendor,Vendor Delay,High
31056,3241,2025-04-20,2025-04-23,Completed,10037.93,On-Time,5,5,Vendor,Vendor Delay,High
31058,5119,2024-11-02,2024-11-07,Completed,1085.84,On-Time,5,5,Vendor,Vendor Delay,High
31059,7363,2024-09-04,2024-09-08,Completed,5782.19,On-Time,5,5,Vendor,Vendor Delay,High
31061,19218,2025-04-14,2025-04-19,Completed,7659.12,On-Time,5,5,Vendor,Vendor Delay,High
31066,9786,2024-10-17,2024-10-21,Delayed,6737.92,Delayed,5,5,Vendor,Vendor Delay,High
31075,8687,2025-04-13,2025-04-18,Completed,1566.52,On-Time,5,5,Vendor,Vendor Delay,High
31080,4604,2024-07-02,2024-07-07,Completed,12999.2,On-Time,5,5,Vendor,Vendor Delay,High
31081,17163,2024-12-09,2024-12-13,Completed,6208.94,On-Time,5,5,Vendor,Vendor Delay,High
31083,18152,2025-03-28,2025-03-31,Completed,7888.71,On-Time,5,5,Vendor,Vendor Delay,High
31084,15450,2024-08-18,2024-08-20,Completed,1851.24,On-Time,5,5,Vendor,Vendor Delay,High
31088,18118,2024-09-21,2024-09-25,Completed,3086.68,On-Time,5,5,Vendor,Vendor Delay,High
31091,19944,2025-03-25,2025-03-26,Completed,9887.19,On-Time,5,5,Vendor,Vendor Delay,High
31094,12309,2025-03-19,2025-03-21,Completed,5522.87,On-Time,5,5,Vendor,Vendor Delay,High
31096,11719,2025-02-08,2025-02-10,Cancelled,2822.15,Lost,5,5,Vendor,Vendor Delay,High
31100,10776,2024-08-21,2024-08-24,Completed,2354.74,On-Time,5,5,Vendor,Vendor Delay,High
31106,21,2024-12-08,2024-12-10,Delayed,5909.29,Delayed,5,5,Vendor,Vendor Delay,High
31108,18914,2025-05-22,2025-05-27,Completed,11552.88,On-Time,5,5,Vendor,Vendor Delay,High
31137,9385,2025-02-23,2025-02-25,Delayed,9831.49,Delayed,5,5,Vendor,Vendor Delay,High
31147,19286,2024-11-10,2024-11-14,Completed,2761.02,On-Time,5,5,Vendor,Vendor Delay,High
31152,4912,2025-01-17,2025-01-21,Completed,4847.63,On-Time,5,5,Vendor,Vendor Delay,High
31157,17190,2024-07-18,2024-07-19,Cancelled,595.26,Lost,5,5,Vendor,Vendor Delay,High
31172,1335,2025-06-15,2025-06-18,Completed,1293.76,On-Time,5,5,Vendor,Vendor Delay,High
31182,2179,2025-05-20,2025-05-22,Completed,4935.06,On-Time,5,5,Vendor,Vendor Delay,High
31190,19508,2025-04-25,2025-04-30,Completed,379.82,On-Time,5,5,Vendor,Vendor Delay,High
31191,9727,2025-02-02,2025-02-03,Completed,7519.87,On-Time,5,5,Vendor,Vendor Delay,High
31195,16061,2024-08-01,2024-08-05,Completed,960.14,On-Time,5,5,Vendor,Vendor Delay,High
31205,10682,2025-01-21,2025-01-23,Completed,5594.58,On-Time,5,5,Vendor,Vendor Delay,High
31206,18557,2024-10-15,2024-10-16,Completed,686.54,On-Time,5,5,Vendor,Vendor Delay,High
31209,12940,2025-01-05,2025-01-08,Completed,1565.53,On-Time,5,5,Vendor,Vendor Delay,High
31214,10800,2025-06-06,2025-06-11,Completed,3831.94,On-Time,5,5,Vendor,Vendor Delay,High
31224,9355,2025-01-22,2025-01-27,Completed,760.64,On-Time,5,5,Vendor,Vendor Delay,High
31226,18908,2025-01-03,2025-01-04,Delayed,2018.36,Delayed,5,5,Vendor,Vendor Delay,High
31233,1300,2025-05-31,2025-06-03,Completed,6798.83,On-Time,5,5,Vendor,Vendor Delay,High
31236,7228,2024-07-26,2024-07-28,Completed,4366.46,On-Time,5,5,Vendor,Vendor Delay,High
31248,6938,2024-07-08,2024-07-09,Completed,1766.82,On-Time,5,5,Vendor,Vendor Delay,High
31252,4274,2024-08-22,2024-08-25,Cancelled,6786.01,Lost,5,5,Vendor,Vendor Delay,High
31254,7173,2025-05-12,2025-05-16,Cancelled,399.66,Lost,5,5,Vendor,Vendor Delay,High
31255,16967,2025-05-14,2025-05-17,Delayed,8467.01,Delayed,5,5,Vendor,Vendor Delay,High
31260,2080,2024-07-22,2024-07-24,Completed,665.45,On-Time,5,5,Vendor,Vendor Delay,High
31268,2323,2024-11-29,2024-12-01,Completed,409.56,On-Time,5,5,Vendor,Vendor Delay,High
31276,18762,2024-07-23,2024-07-27,Completed,3655.34,On-Time,5,5,Vendor,Vendor Delay,High
31279,17545,2024-09-28,2024-09-30,Completed,6175.67,On-Time,5,5,Vendor,Vendor Delay,High
31280,5760,2025-04-20,2025-04-21,Completed,3436.23,On-Time,5,5,Vendor,Vendor Delay,High
31286,16128,2025-06-14,2025-06-19,Completed,5252.65,On-Time,5,5,Vendor,Vendor Delay,High
31289,12356,2025-05-14,2025-05-17,Completed,7083.39,On-Time,5,5,Vendor,Vendor Delay,High
31293,8389,2024-07-27,2024-07-31,Completed,6420.21,On-Time,5,5,Vendor,Vendor Delay,High
31296,1906,2025-05-01,2025-05-03,Completed,7052.87,On-Time,5,5,Vendor,Vendor Delay,High
31297,11959,2025-05-10,2025-05-12,Completed,5926.04,On-Time,5,5,Vendor,Vendor Delay,High
31299,20000,2024-10-28,2024-10-29,Completed,1735.01,On-Time,5,5,Vendor,Vendor Delay,High
31302,18971,2024-08-06,2024-08-08,Delayed,7140.03,Delayed,5,5,Vendor,Vendor Delay,High
31305,77,2024-07-10,2024-07-14,Delayed,815.82,Delayed,5,5,Vendor,Vendor Delay,High
31308,18538,2024-09-11,2024-09-12,Completed,3428.59,On-Time,5,5,Vendor,Vendor Delay,High
31309,12794,2024-11-17,2024-11-21,Completed,2076.23,On-Time,5,5,Vendor,Vendor Delay,High
31310,13039,2024-08-21,2024-08-24,Completed,6234.56,On-Time,5,5,Vendor,Vendor Delay,High
31314,3051,2024-12-17,2024-12-22,Completed,673.9,On-Time,5,5,Vendor,Vendor Delay,High
31316,16884,2024-12-11,2024-12-12,Completed,7860.24,On-Time,5,5,Vendor,Vendor Delay,High
31317,9404,2024-08-27,2024-08-30,Completed,6385.02,On-Time,5,5,Vendor,Vendor Delay,High
31327,13120,2025-02-09,2025-02-14,Completed,1804.8,On-Time,5,5,Vendor,Vendor Delay,High
31329,12089,2025-05-17,2025-05-22,Completed,4061.17,On-Time,5,5,Vendor,Vendor Delay,High
31331,13781,2025-06-12,2025-06-15,Cancelled,6431.9,Lost,5,5,Vendor,Vendor Delay,High
31332,9081,2025-01-11,2025-01-13,Delayed,6819.86,Delayed,5,5,Vendor,Vendor Delay,High
31334,7712,2025-01-28,2025-02-01,Completed,7571.61,On-Time,5,5,Vendor,Vendor Delay,High
31345,6259,2025-05-02,2025-05-03,Cancelled,8069.53,Lost,5,5,Vendor,Vendor Delay,High
31347,5442,2024-10-06,2024-10-09,Completed,10880.36,On-Time,5,5,Vendor,Vendor Delay,High
31348,11414,2024-10-16,2024-10-18,Completed,856.2,On-Time,5,5,Vendor,Vendor Delay,High
31356,2591,2025-01-01,2025-01-02,Completed,3200.31,On-Time,5,5,Vendor,Vendor Delay,High
31358,16492,2024-09-29,2024-10-02,Completed,8098.58,On-Time,5,5,Vendor,Vendor Delay,High
31361,16323,2024-11-28,2024-11-30,Completed,1910.68,On-Time,5,5,Vendor,Vendor Delay,High
31369,11846,2025-06-29,2025-07-04,Completed,2977.88,On-Time,5,5,Vendor,Vendor Delay,High
31371,12562,2025-06-24,2025-06-25,Delayed,5864.78,Delayed,5,5,Vendor,Vendor Delay,High
31372,9494,2024-12-21,2024-12-26,Completed,2407.12,On-Time,5,5,Vendor,Vendor Delay,High
31374,16473,2024-10-19,2024-10-24,Completed,5994.78,On-Time,5,5,Vendor,Vendor Delay,High
31375,7465,2025-02-10,2025-02-14,Delayed,9728.48,Delayed,5,5,Vendor,Vendor Delay,High
31381,17176,2025-03-31,2025-04-03,Completed,8182.78,On-Time,5,5,Vendor,Vendor Delay,High
31383,10861,2025-04-12,2025-04-16,Completed,5019.29,On-Time,5,5,Vendor,Vendor Delay,High
31386,2841,2024-07-27,2024-08-01,Completed,9019.69,On-Time,5,5,Vendor,Vendor Delay,High
31387,19185,2025-02-12,2025-02-17,Completed,6041.8,On-Time,5,5,Vendor,Vendor Delay,High
31388,16644,2025-01-04,2025-01-06,Completed,1893.08,On-Time,5,5,Vendor,Vendor Delay,High
31389,8782,2025-04-09,2025-04-13,Completed,2223.8,On-Time,5,5,Vendor,Vendor Delay,High
31394,19994,2025-03-22,2025-03-26,Completed,15010.53,On-Time,5,5,Vendor,Vendor Delay,High
31400,9495,2024-10-01,2024-10-06,Completed,1379.52,On-Time,5,5,Vendor,Vendor Delay,High
31408,2587,2025-02-27,2025-03-04,Completed,5394.47,On-Time,5,5,Vendor,Vendor Delay,High
31409,18904,2025-02-28,2025-03-02,Completed,3290.05,On-Time,5,5,Vendor,Vendor Delay,High
31411,14086,2025-03-10,2025-03-15,Completed,1479.12,On-Time,5,5,Vendor,Vendor Delay,High
31416,4563,2025-06-14,2025-06-18,Completed,6226.06,On-Time,5,5,Vendor,Vendor Delay,High
31424,5402,2024-08-08,2024-08-10,Completed,5023.63,On-Time,5,5,Vendor,Vendor Delay,High
31429,17877,2024-07-26,2024-07-28,Completed,5626.2,On-Time,5,5,Vendor,Vendor Delay,High
31430,18245,2024-12-26,2024-12-28,Delayed,4231.41,Delayed,5,5,Vendor,Vendor Delay,High
31435,12363,2025-02-09,2025-02-13,Completed,5031.94,On-Time,5,5,Vendor,Vendor Delay,High
31437,17234,2024-11-16,2024-11-18,Completed,6075.33,On-Time,5,5,Vendor,Vendor Delay,High
31443,12448,2025-03-13,2025-03-17,Completed,2914.24,On-Time,5,5,Vendor,Vendor Delay,High
31448,6097,2024-09-25,2024-09-28,Completed,4764.77,On-Time,5,5,Vendor,Vendor Delay,High
31450,7687,2025-05-17,2025-05-20,Completed,6084.18,On-Time,5,5,Vendor,Vendor Delay,High
31461,2590,2024-09-11,2024-09-16,Completed,7114.76,On-Time,5,5,Vendor,Vendor Delay,High
31462,11294,2024-12-25,2024-12-30,Completed,341.98,On-Time,5,5,Vendor,Vendor Delay,High
31467,13602,2025-02-14,2025-02-18,Completed,12529.11,On-Time,5,5,Vendor,Vendor Delay,High
31476,322,2024-08-23,2024-08-26,Cancelled,1648.12,Lost,5,5,Vendor,Vendor Delay,High
31478,7960,2024-11-25,2024-11-27,Completed,2696.15,On-Time,5,5,Vendor,Vendor Delay,High
31483,13309,2025-05-22,2025-05-24,Completed,2783.3,On-Time,5,5,Vendor,Vendor Delay,High
31484,18700,2025-04-04,2025-04-07,Completed,11362.47,On-Time,5,5,Vendor,Vendor Delay,High
31488,6317,2024-10-08,2024-10-13,Completed,2946.88,On-Time,5,5,Vendor,Vendor Delay,High
31490,5496,2024-08-23,2024-08-27,Completed,6165.99,On-Time,5,5,Vendor,Vendor Delay,High
31493,4450,2024-10-30,2024-11-04,Completed,5437.97,On-Time,5,5,Vendor,Vendor Delay,High
31495,9016,2024-08-28,2024-08-31,Completed,2563.41,On-Time,5,5,Vendor,Vendor Delay,High
31506,7927,2024-08-28,2024-08-30,Delayed,12795.55,Delayed,5,5,Vendor,Vendor Delay,High
31524,10293,2025-03-18,2025-03-22,Completed,3094.95,On-Time,5,5,Vendor,Vendor Delay,High
31527,1951,2025-06-26,2025-06-27,Delayed,1752.03,Delayed,5,5,Vendor,Vendor Delay,High
31534,13644,2025-01-03,2025-01-06,Completed,1618.81,On-Time,5,5,Vendor,Vendor Delay,High
31535,3751,2025-03-23,2025-03-26,Completed,4347.68,On-Time,5,5,Vendor,Vendor Delay,High
31548,8714,2025-01-27,2025-02-01,Completed,4544.26,On-Time,5,5,Vendor,Vendor Delay,High
31549,9380,2024-10-20,2024-10-25,Completed,9501.73,On-Time,5,5,Vendor,Vendor Delay,High
31551,2866,2025-03-29,2025-03-31,Completed,7015.87,On-Time,5,5,Vendor,Vendor Delay,High
31554,13460,2025-03-06,2025-03-11,Completed,5551.12,On-Time,5,5,Vendor,Vendor Delay,High
31559,17538,2025-05-21,2025-05-24,Completed,9657.77,On-Time,5,5,Vendor,Vendor Delay,High
31565,7453,2025-01-09,2025-01-12,Completed,5778.25,On-Time,5,5,Vendor,Vendor Delay,High
31572,9042,2024-12-29,2025-01-03,Delayed,2859.4,Delayed,5,5,Vendor,Vendor Delay,High
31574,9193,2024-11-05,2024-11-09,Completed,6507.65,On-Time,5,5,Vendor,Vendor Delay,High
31577,5500,2025-05-21,2025-05-25,Cancelled,5359.37,Lost,5,5,Vendor,Vendor Delay,High
31578,454,2025-03-02,2025-03-05,Delayed,1332.03,Delayed,5,5,Vendor,Vendor Delay,High
31579,12372,2025-04-01,2025-04-02,Completed,643.59,On-Time,5,5,Vendor,Vendor Delay,High
31580,3087,2024-12-18,2024-12-21,Completed,1737.38,On-Time,5,5,Vendor,Vendor Delay,High
31582,1612,2024-09-04,2024-09-06,Completed,7108.82,On-Time,5,5,Vendor,Vendor Delay,High
31583,18142,2025-04-19,2025-04-24,Delayed,3862.93,Delayed,5,5,Vendor,Vendor Delay,High
31588,3268,2025-06-24,2025-06-28,Completed,7631.97,On-Time,5,5,Vendor,Vendor Delay,High
31592,9169,2024-08-11,2024-08-12,Completed,5122.7,On-Time,5,5,Vendor,Vendor Delay,High
31593,7127,2024-08-19,2024-08-23,Completed,10074.06,On-Time,5,5,Vendor,Vendor Delay,High
31599,28,2024-10-19,2024-10-21,Delayed,11293.36,Delayed,5,5,Vendor,Vendor Delay,High
31603,19377,2024-08-20,2024-08-24,Cancelled,2034.16,Lost,5,5,Vendor,Vendor Delay,High
31604,3116,2025-01-18,2025-01-22,Delayed,4209.87,Delayed,5,5,Vendor,Vendor Delay,High
31605,9791,2025-01-02,2025-01-07,Completed,7996.09,On-Time,5,5,Vendor,Vendor Delay,High
31606,3903,2024-09-02,2024-09-05,Completed,4937.72,On-Time,5,5,Vendor,Vendor Delay,High
31612,10446,2024-09-26,2024-09-29,Completed,1580.07,On-Time,5,5,Vendor,Vendor Delay,High
31613,6628,2024-08-18,2024-08-23,Completed,4910.8,On-Time,5,5,Vendor,Vendor Delay,High
31616,2938,2025-06-10,2025-06-15,Completed,5797.01,On-Time,5,5,Vendor,Vendor Delay,High
31628,13165,2024-12-20,2024-12-22,Delayed,5683.24,Delayed,5,5,Vendor,Vendor Delay,High
31634,16426,2025-03-04,2025-03-09,Completed,4303.17,On-Time,5,5,Vendor,Vendor Delay,High
31635,9420,2024-12-16,2024-12-20,Completed,1649.58,On-Time,5,5,Vendor,Vendor Delay,High
31636,13132,2025-02-08,2025-02-09,Cancelled,1718.65,Lost,5,5,Vendor,Vendor Delay,High
31637,11286,2024-08-24,2024-08-27,Completed,7808.33,On-Time,5,5,Vendor,Vendor Delay,High
31639,19540,2024-07-08,2024-07-09,Delayed,1650.05,Delayed,5,5,Vendor,Vendor Delay,High
31645,13634,2025-06-05,2025-06-08,Delayed,2358.34,Delayed,5,5,Vendor,Vendor Delay,High
31655,16667,2025-02-27,2025-03-03,Completed,7760.38,On-Time,5,5,Vendor,Vendor Delay,High
31657,4021,2024-12-31,2025-01-01,Completed,6003.01,On-Time,5,5,Vendor,Vendor Delay,High
31664,10931,2025-03-30,2025-04-01,Completed,2574.48,On-Time,5,5,Vendor,Vendor Delay,High
31665,5892,2024-08-07,2024-08-09,Delayed,6743.34,Delayed,5,5,Vendor,Vendor Delay,High
31673,127,2024-09-22,2024-09-24,Completed,4599.48,On-Time,5,5,Vendor,Vendor Delay,High
31680,12380,2024-12-26,2024-12-27,Completed,8418.84,On-Time,5,5,Vendor,Vendor Delay,High
31684,7194,2024-07-13,2024-07-16,Completed,7438.34,On-Time,5,5,Vendor,Vendor Delay,High
31688,2576,2025-01-23,2025-01-26,Completed,9043.64,On-Time,5,5,Vendor,Vendor Delay,High
31697,12506,2024-08-01,2024-08-04,Completed,5676.72,On-Time,5,5,Vendor,Vendor Delay,High
31698,7405,2024-12-26,2024-12-31,Delayed,4796.37,Delayed,5,5,Vendor,Vendor Delay,High
31699,12302,2024-12-23,2024-12-28,Completed,2931.45,On-Time,5,5,Vendor,Vendor Delay,High
31709,13940,2024-10-22,2024-10-23,Completed,152.36,On-Time,5,5,Vendor,Vendor Delay,High
31712,8067,2025-04-05,2025-04-07,Completed,6596.67,On-Time,5,5,Vendor,Vendor Delay,High
31716,126,2025-05-05,2025-05-10,Completed,8326.49,On-Time,5,5,Vendor,Vendor Delay,High
31719,14661,2025-01-10,2025-01-13,Completed,5844.23,On-Time,5,5,Vendor,Vendor Delay,High
31726,12545,2024-10-04,2024-10-05,Completed,4113.42,On-Time,5,5,Vendor,Vendor Delay,High
31738,1476,2024-11-22,2024-11-25,Delayed,6846.21,Delayed,5,5,Vendor,Vendor Delay,High
31746,17372,2024-09-23,2024-09-26,Completed,4923.92,On-Time,5,5,Vendor,Vendor Delay,High
31757,7164,2025-03-25,2025-03-29,Completed,6142.82,On-Time,5,5,Vendor,Vendor Delay,High
