order_id,customer_id,order_date,due_date,order_status,order_total,delivery_status,delay_reason_id
54933,5934,2025-04-19,2025-04-23,Cancelled,601.48,Lost,2
54934,2089,2025-02-01,2025-02-03,Cancelled,3622.6,Lost,4
54938,13688,2025-01-10,2025-01-14,Delayed,4004.7,Delayed,5
54940,18272,2025-02-22,2025-02-25,Cancelled,1710.35,Lost,4
54941,14135,2024-10-21,2024-10-25,Delayed,6461.27,Delayed,1
54944,12157,2024-10-27,2024-10-29,Delayed,6658.84,Delayed,1
54963,17389,2024-12-04,2024-12-05,Delayed,4449.73,Delayed,3
54969,542,2025-02-24,2025-03-01,Cancelled,2476.77,Lost,5
54972,8960,2024-12-20,2024-12-25,Delayed,6618.64,Delayed,4
54984,15538,2024-07-14,2024-07-15,Delayed,8456.46,Delayed,1
54988,10136,2024-11-22,2024-11-24,Cancelled,3883.2,Lost,4
54990,13586,2024-07-09,2024-07-13,Delayed,1676.4,Delayed,1
54995,12952,2025-01-19,2025-01-21,Delayed,8201.05,Delayed,2
54997,8796,2024-11-13,2024-11-17,Delayed,2076.58,Delayed,3
55004,14889,2024-08-29,2024-09-03,Delayed,2165.21,Delayed,4
55010,1604,2024-07-18,2024-07-23,Delayed,10087.5,Delayed,5
55015,8041,2025-05-15,2025-05-20,Delayed,758.16,Delayed,3
55027,4664,2025-01-05,2025-01-07,Cancelled,5445.65,Lost,2
55031,10827,2025-05-26,2025-05-31,Cancelled,5677.45,Lost,3
55037,9769,2025-02-02,2025-02-07,Delayed,4988.92,Delayed,4
55041,10489,2025-06-11,2025-06-14,Delayed,6430.79,Delayed,5
55044,2035,2025-05-08,2025-05-10,Delayed,6091.97,Delayed,4
55045,10878,2024-11-25,2024-11-30,Delayed,524.48,Delayed,5
55046,12812,2024-07-20,2024-07-22,Delayed,10795.75,Delayed,2
55048,11098,2024-09-04,2024-09-09,Cancelled,10710.79,Lost,3
55052,10916,2025-03-02,2025-03-04,Delayed,11779.72,Delayed,1
55053,13885,2024-07-12,2024-07-16,Cancelled,2249.4,Lost,4
55054,5677,2024-10-09,2024-10-12,Delayed,6340.74,Delayed,1
55059,3291,2025-06-08,2025-06-13,Delayed,1964.95,Delayed,3
55066,18248,2025-02-06,2025-02-11,Delayed,1244.85,Delayed,5
55069,19794,2024-09-28,2024-09-29,Delayed,559.04,Delayed,5
55072,6478,2025-04-20,2025-04-22,Delayed,830.57,Delayed,1
55075,12592,2024-11-02,2024-11-03,Delayed,12646.6,Delayed,5
55078,3908,2024-11-04,2024-11-09,Delayed,6697.22,Delayed,1
55080,12227,2024-12-17,2024-12-19,Cancelled,4403.53,Lost,4
55085,6169,2024-09-17,2024-09-20,Cancelled,8146.09,Lost,5
55086,7635,2024-07-22,2024-07-26,Delayed,3011.05,Delayed,4
55087,15168,2025-02-26,2025-03-02,Delayed,4649.71,Delayed,1
55092,14821,2024-12-16,2024-12-17,Delayed,2323.23,Delayed,5
55102,4237,2024-10-10,2024-10-12,Cancelled,9596.76,Lost,2
55104,10977,2024-12-01,2024-12-03,Delayed,7152.29,Delayed,4
55105,2052,2024-09-08,2024-09-10,Delayed,1803.92,Delayed,5
55109,3934,2025-04-17,2025-04-21,Delayed,10666.31,Delayed,3
55124,17859,2024-11-21,2024-11-23,Cancelled,4213.85,Lost,3
55128,13115,2025-04-02,2025-04-07,Delayed,12367.32,Delayed,5
55129,10035,2024-10-13,2024-10-15,Delayed,1797.12,Delayed,3
55132,14811,2024-09-14,2024-09-16,Delayed,10655.52,Delayed,4
55146,17778,2025-03-07,2025-03-09,Delayed,10126.15,Delayed,2
55153,13357,2024-07-09,2024-07-11,Delayed,4874.27,Delayed,4
55155,3307,2025-04-17,2025-04-19,Delayed,1398.59,Delayed,1
55157,10849,2025-03-12,2025-03-16,Cancelled,2423.61,Lost,4
55159,3809,2024-09-15,2024-09-20,Delayed,8230.05,Delayed,5
55160,11921,2024-08-01,2024-08-03,Delayed,10408.14,Delayed,1
55161,4203,2025-02-24,2025-02-27,Delayed,7117.55,Delayed,3
55164,4005,2024-09-07,2024-09-12,Delayed,2355.6,Delayed,4
55167,4745,2024-11-30,2024-12-02,Delayed,3480.54,Delayed,3
55169,7941,2024-09-06,2024-09-10,Delayed,9321.73,Delayed,3
55178,8621,2024-11-11,2024-11-12,Cancelled,1532.03,Lost,4
55192,26,2025-01-21,2025-01-26,Delayed,4475.44,Delayed,4
55216,9417,2025-01-28,2025-01-29,Cancelled,984.98,Lost,3
55219,8853,2024-09-15,2024-09-17,Delayed,5921.57,Delayed,2
55232,9842,2024-11-20,2024-11-21,Delayed,2460.73,Delayed,3
55235,4249,2024-09-04,2024-09-08,Delayed,258.64,Delayed,5
55241,8607,2025-04-13,2025-04-15,Delayed,633.23,Delayed,3
55243,7952,2025-01-14,2025-01-15,Delayed,8621.82,Delayed,1
55247,7623,2024-11-13,2024-11-17,Delayed,3189.24,Delayed,3
55256,19729,2024-10-26,2024-10-29,Delayed,1541.58,Delayed,5
55257,14650,2024-07-04,2024-07-07,Delayed,3168.46,Delayed,4
55259,9424,2025-03-05,2025-03-07,Cancelled,1120.37,Lost,4
55261,5667,2024-11-07,2024-11-12,Delayed,8184.94,Delayed,2
55266,487,2025-05-11,2025-05-12,Cancelled,3852.08,Lost,4
55272,15373,2024-08-18,2024-08-20,Delayed,5134.22,Delayed,5
55275,6583,2025-05-31,2025-06-05,Delayed,2827.88,Delayed,2
55280,18789,2025-06-07,2025-06-10,Cancelled,408.99,Lost,1
55281,16789,2024-09-16,2024-09-18,Delayed,3303.94,Delayed,3
55288,14540,2024-11-01,2024-11-03,Delayed,6342.57,Delayed,3
55300,16098,2024-10-02,2024-10-05,Cancelled,659.84,Lost,3
55308,9147,2025-06-21,2025-06-24,Delayed,3278.82,Delayed,1
55309,17505,2025-05-30,2025-06-03,Delayed,5350.97,Delayed,1
55312,1332,2025-02-25,2025-02-26,Delayed,6180.02,Delayed,4
55316,146,2025-01-02,2025-01-06,Delayed,4136.63,Delayed,3
55325,16527,2024-07-02,2024-07-07,Delayed,6134.87,Delayed,4
55326,14708,2024-11-06,2024-11-11,Delayed,5952.73,Delayed,4
55329,14288,2025-02-18,2025-02-21,Delayed,9180.97,Delayed,2
55341,16284,2025-05-04,2025-05-08,Cancelled,5554.4,Lost,3
55342,4372,2025-01-30,2025-02-03,Delayed,5825.34,Delayed,3
55346,6740,2025-03-22,2025-03-26,Delayed,761.8,Delayed,2
55347,725,2025-01-18,2025-01-23,Delayed,1341.62,Delayed,2
55349,2214,2024-12-24,2024-12-25,Delayed,8639.27,Delayed,5
55367,10049,2024-08-22,2024-08-25,Delayed,3913.26,Delayed,3
55371,3138,2025-02-12,2025-02-13,Delayed,12698.57,Delayed,3
55384,9861,2024-12-10,2024-12-14,Cancelled,6042.21,Lost,3
55390,9642,2025-06-16,2025-06-21,Delayed,8083.75,Delayed,5
55396,11448,2024-09-02,2024-09-03,Delayed,4562.95,Delayed,2
55398,15980,2025-06-05,2025-06-06,Delayed,2508.95,Delayed,2
55415,9169,2025-06-27,2025-07-02,Cancelled,2539.65,Lost,5
55420,19149,2025-04-07,2025-04-10,Delayed,7156.52,Delayed,4
55424,5257,2025-01-10,2025-01-14,Delayed,4372.57,Delayed,2
55426,4804,2024-12-18,2024-12-22,Cancelled,6595.68,Lost,3
55431,18728,2025-01-20,2025-01-23,Delayed,4266.45,Delayed,3
55437,10885,2025-03-25,2025-03-26,Delayed,5777.88,Delayed,5
55440,1282,2024-08-20,2024-08-25,Delayed,1933.38,Delayed,4
55441,1467,2025-06-15,2025-06-18,Delayed,8818.63,Delayed,5
55448,4878,2024-10-23,2024-10-25,Delayed,7844.92,Delayed,2
55452,1957,2024-12-24,2024-12-29,Delayed,5600.39,Delayed,4
55462,712,2024-10-17,2024-10-21,Cancelled,1709.38,Lost,3
55467,1012,2024-09-26,2024-09-27,Delayed,1516.48,Delayed,3
55469,13715,2024-12-12,2024-12-17,Delayed,246.13,Delayed,4
55475,4095,2025-04-18,2025-04-21,Delayed,7750.98,Delayed,5
55480,17287,2024-07-15,2024-07-16,Cancelled,3737.67,Lost,1
55484,5555,2025-02-23,2025-02-28,Cancelled,4674.66,Lost,4
55486,11974,2025-03-11,2025-03-16,Cancelled,9092.99,Lost,2
55489,14225,2025-02-15,2025-02-17,Delayed,3471.05,Delayed,5
55490,16495,2025-05-02,2025-05-04,Delayed,7669.88,Delayed,5
55504,8472,2024-08-22,2024-08-25,Delayed,9441.25,Delayed,3
55507,19543,2024-11-22,2024-11-25,Delayed,5477.37,Delayed,3
55520,17442,2025-02-02,2025-02-07,Delayed,10334.23,Delayed,4
55524,17185,2025-03-28,2025-03-29,Delayed,4948.34,Delayed,4
55525,9495,2025-05-23,2025-05-24,Cancelled,1718.3,Lost,2
55526,18716,2025-01-06,2025-01-07,Delayed,6374.31,Delayed,5
55528,6865,2025-05-01,2025-05-02,Delayed,2830.01,Delayed,3
55532,1705,2024-09-12,2024-09-17,Delayed,10569.56,Delayed,3
55539,8268,2025-01-05,2025-01-08,Cancelled,8259.27,Lost,1
55544,2201,2025-01-04,2025-01-08,Delayed,7432.93,Delayed,1
55545,2725,2024-08-26,2024-08-29,Delayed,3282.81,Delayed,3
55546,8872,2024-07-19,2024-07-23,Cancelled,3449.49,Lost,2
55547,453,2024-09-21,2024-09-23,Delayed,7605.21,Delayed,3
55548,3421,2025-01-18,2025-01-23,Delayed,9267.02,Delayed,4
55553,8711,2024-12-06,2024-12-08,Delayed,454.23,Delayed,3
55556,6836,2024-08-18,2024-08-21,Delayed,6877.55,Delayed,1
55570,9758,2025-04-02,2025-04-03,Delayed,13308.94,Delayed,1
55573,12910,2025-03-10,2025-03-15,Delayed,1491.22,Delayed,3
55574,1049,2025-03-08,2025-03-09,Cancelled,10552.59,Lost,2
55578,718,2024-09-20,2024-09-24,Delayed,4034.34,Delayed,4
55580,19818,2024-07-07,2024-07-12,Delayed,2703.24,Delayed,1
55600,8347,2025-06-13,2025-06-14,Delayed,4512.67,Delayed,2
55604,19685,2025-04-16,2025-04-21,Delayed,3930.82,Delayed,5
55637,10039,2024-07-27,2024-08-01,Delayed,7402.97,Delayed,1
55643,18060,2025-05-28,2025-06-02,Delayed,7101.53,Delayed,4
55645,6083,2024-12-24,2024-12-28,Delayed,8196.84,Delayed,4
55647,9557,2025-05-01,2025-05-06,Cancelled,6610.12,Lost,3
55656,11706,2025-01-30,2025-02-03,Delayed,5210.17,Delayed,2
55670,7058,2024-09-19,2024-09-20,Delayed,2638.71,Delayed,4
55683,12466,2025-03-21,2025-03-26,Delayed,3181.04,Delayed,3
55684,4119,2025-06-01,2025-06-03,Delayed,4619.57,Delayed,1
55687,17127,2024-12-09,2024-12-11,Delayed,7383.57,Delayed,3
55690,8955,2025-03-26,2025-03-27,Delayed,615.0,Delayed,1
55697,5284,2024-09-29,2024-10-04,Delayed,1660.78,Delayed,2
55698,11823,2025-02-09,2025-02-14,Cancelled,756.58,Lost,4
55700,14269,2024-07-03,2024-07-06,Delayed,1553.28,Delayed,5
55711,17847,2024-08-10,2024-08-12,Delayed,5366.94,Delayed,5
55712,12481,2025-04-25,2025-04-30,Delayed,4805.82,Delayed,3
55718,6149,2024-09-05,2024-09-09,Cancelled,3343.96,Lost,2
55723,11370,2025-05-18,2025-05-20,Cancelled,6205.88,Lost,1
55732,1386,2024-09-15,2024-09-17,Delayed,1392.75,Delayed,1
55737,3651,2024-11-17,2024-11-22,Delayed,3688.09,Delayed,3
55738,4874,2024-12-10,2024-12-14,Delayed,692.44,Delayed,5
55739,13087,2024-09-30,2024-10-03,Delayed,830.13,Delayed,5
55741,2450,2024-12-09,2024-12-10,Cancelled,7465.08,Lost,2
55742,12183,2024-09-14,2024-09-15,Delayed,6193.76,Delayed,3
55746,6233,2025-05-17,2025-05-22,Delayed,3542.26,Delayed,2
55747,3281,2024-11-12,2024-11-13,Cancelled,3558.21,Lost,4
55748,15330,2025-05-17,2025-05-18,Delayed,7483.16,Delayed,2
55754,7869,2025-04-30,2025-05-05,Delayed,4183.52,Delayed,2
55766,5804,2025-04-09,2025-04-11,Cancelled,1620.24,Lost,4
55769,10600,2024-12-27,2024-12-31,Delayed,6908.05,Delayed,2
55777,12810,2024-09-07,2024-09-12,Delayed,5039.62,Delayed,5
55783,10826,2024-07-22,2024-07-23,Delayed,2676.57,Delayed,2
55784,6360,2024-11-22,2024-11-23,Cancelled,1681.44,Lost,3
55791,5067,2025-02-20,2025-02-21,Cancelled,4413.35,Lost,3
55793,11943,2024-09-23,2024-09-24,Delayed,4447.0,Delayed,3
55797,17439,2024-11-14,2024-11-16,Delayed,3489.95,Delayed,1
55798,12846,2025-01-23,2025-01-26,Delayed,4309.05,Delayed,1
55810,4274,2025-02-07,2025-02-12,Delayed,6309.1,Delayed,3
55846,14784,2025-05-28,2025-06-01,Delayed,5166.72,Delayed,2
55849,18981,2025-05-11,2025-05-12,Delayed,6040.73,Delayed,4
55862,17345,2024-09-20,2024-09-25,Cancelled,617.54,Lost,4
55867,7307,2024-10-04,2024-10-08,Delayed,3231.55,Delayed,1
55884,647,2024-12-19,2024-12-21,Cancelled,6102.6,Lost,3
55889,5567,2024-10-02,2024-10-04,Delayed,3351.14,Delayed,2
55890,14747,2025-05-26,2025-05-30,Delayed,3905.31,Delayed,2
55899,12842,2025-06-22,2025-06-24,Cancelled,5717.82,Lost,1
55910,751,2025-05-12,2025-05-17,Delayed,5486.12,Delayed,4
55911,11351,2024-07-19,2024-07-21,Cancelled,3647.78,Lost,2
55914,14350,2025-03-26,2025-03-31,Delayed,4730.86,Delayed,1
55916,6960,2025-01-06,2025-01-09,Delayed,7934.98,Delayed,3
55918,18079,2025-03-04,2025-03-05,Cancelled,6790.59,Lost,4
55920,7631,2025-06-05,2025-06-06,Delayed,1890.96,Delayed,3
55921,1091,2025-03-16,2025-03-21,Delayed,1309.75,Delayed,1
55940,5176,2024-12-03,2024-12-04,Delayed,6258.0,Delayed,5
55948,13065,2025-03-08,2025-03-13,Delayed,156.97,Delayed,5
55972,2936,2025-04-30,2025-05-01,Cancelled,901.72,Lost,3
55976,6725,2025-01-12,2025-01-14,Delayed,2973.38,Delayed,2
55977,10703,2024-11-22,2024-11-23,Delayed,6315.19,Delayed,1
56001,15611,2025-02-18,2025-02-19,Delayed,9298.89,Delayed,2
56005,5336,2025-05-18,2025-05-20,Delayed,1725.07,Delayed,4
56007,10351,2025-02-13,2025-02-18,Delayed,4362.59,Delayed,1
56008,14841,2024-09-09,2024-09-11,Delayed,6554.08,Delayed,5
56010,9692,2024-12-14,2024-12-17,Delayed,10389.68,Delayed,1
56014,8240,2025-04-21,2025-04-24,Cancelled,5948.64,Lost,3
56020,17973,2024-10-27,2024-10-31,Cancelled,1567.1,Lost,3
56022,17577,2024-12-22,2024-12-26,Delayed,2284.45,Delayed,3
56023,18402,2025-05-28,2025-05-29,Delayed,5859.02,Delayed,5
56025,9351,2025-06-07,2025-06-11,Delayed,656.87,Delayed,2
56027,17752,2025-03-22,2025-03-27,Delayed,1115.76,Delayed,2
56028,1481,2025-01-20,2025-01-24,Cancelled,3824.8,Lost,5
56034,18494,2025-05-06,2025-05-09,Delayed,1896.04,Delayed,5
56036,5887,2024-11-20,2024-11-23,Cancelled,1981.34,Lost,4
56037,582,2025-05-31,2025-06-02,Cancelled,6869.84,Lost,4
56038,7636,2025-06-09,2025-06-13,Delayed,2337.9,Delayed,5
56043,6874,2025-06-21,2025-06-22,Cancelled,5357.14,Lost,4
56044,17808,2024-07-25,2024-07-26,Cancelled,2461.04,Lost,2
56047,11498,2025-04-03,2025-04-05,Delayed,1509.46,Delayed,2
56054,1834,2025-02-05,2025-02-08,Cancelled,3918.64,Lost,3
56068,5931,2025-02-16,2025-02-18,Delayed,1558.6,Delayed,3
56070,7131,2025-04-23,2025-04-27,Delayed,1343.6,Delayed,2
56071,14117,2025-04-26,2025-04-28,Delayed,6567.22,Delayed,1
56078,18831,2025-01-05,2025-01-07,Delayed,7772.63,Delayed,3
56083,18822,2025-06-25,2025-06-29,Delayed,3322.45,Delayed,3
56085,12203,2024-08-26,2024-08-27,Delayed,8234.55,Delayed,1
56093,15032,2025-04-10,2025-04-14,Cancelled,9199.12,Lost,5
56101,4949,2024-08-10,2024-08-14,Delayed,3137.71,Delayed,3
56102,14693,2025-05-04,2025-05-08,Delayed,1222.86,Delayed,5
56103,11912,2024-11-11,2024-11-13,Delayed,4182.47,Delayed,1
56106,3626,2025-05-12,2025-05-17,Delayed,753.95,Delayed,4
56107,15836,2025-03-25,2025-03-29,Cancelled,4378.43,Lost,2
56116,13602,2025-06-30,2025-07-02,Delayed,3586.76,Delayed,4
56118,16510,2025-04-20,2025-04-23,Cancelled,4928.4,Lost,2
56122,17572,2025-03-05,2025-03-09,Delayed,10353.16,Delayed,4
56141,17523,2024-08-09,2024-08-11,Delayed,115.74,Delayed,3
56142,6297,2024-09-26,2024-09-28,Cancelled,2561.11,Lost,3
56149,13862,2024-11-08,2024-11-12,Delayed,4213.55,Delayed,1
56156,1065,2025-01-08,2025-01-13,Delayed,3744.52,Delayed,4
56170,997,2024-08-26,2024-08-27,Delayed,906.6,Delayed,1
56174,13714,2025-04-26,2025-05-01,Delayed,2166.27,Delayed,1
56176,1878,2025-04-21,2025-04-23,Delayed,221.36,Delayed,4
56190,17824,2025-03-01,2025-03-02,Delayed,9237.78,Delayed,1
56192,8485,2025-04-26,2025-04-29,Delayed,6451.31,Delayed,2
56194,12582,2025-02-08,2025-02-10,Cancelled,4692.55,Lost,1
56195,267,2025-01-19,2025-01-24,Delayed,5741.0,Delayed,2
56199,10883,2025-06-21,2025-06-26,Cancelled,5535.07,Lost,3
56200,16666,2024-09-12,2024-09-14,Delayed,4179.95,Delayed,4
56201,5146,2024-08-04,2024-08-08,Delayed,4323.51,Delayed,1
56202,1405,2024-12-21,2024-12-24,Delayed,4177.06,Delayed,5
56204,3112,2024-08-20,2024-08-23,Delayed,1625.16,Delayed,2
56207,734,2025-05-01,2025-05-03,Cancelled,2578.98,Lost,4
56208,19704,2025-03-15,2025-03-18,Delayed,5066.21,Delayed,4
56211,10990,2024-08-15,2024-08-16,Delayed,7608.14,Delayed,1
56218,5083,2025-01-09,2025-01-14,Delayed,1479.96,Delayed,3
56226,18047,2024-09-13,2024-09-15,Delayed,1188.32,Delayed,2
56233,16223,2025-06-01,2025-06-04,Cancelled,5639.11,Lost,2
56236,4817,2025-05-19,2025-05-24,Delayed,3706.39,Delayed,3
56239,5341,2024-11-28,2024-12-02,Delayed,404.94,Delayed,5
56241,16105,2024-08-26,2024-08-27,Delayed,2252.52,Delayed,2
56249,14318,2025-02-28,2025-03-02,Delayed,3475.48,Delayed,1
56252,15420,2024-12-15,2024-12-16,Delayed,7852.83,Delayed,3
56253,8550,2024-10-04,2024-10-07,Delayed,10710.07,Delayed,2
56255,9444,2025-02-10,2025-02-11,Delayed,929.43,Delayed,1
56259,12170,2024-10-16,2024-10-18,Delayed,3252.22,Delayed,5
56260,5443,2024-12-01,2024-12-03,Cancelled,233.93,Lost,1
56263,18019,2025-06-06,2025-06-11,Delayed,2829.32,Delayed,5
56266,3119,2024-07-25,2024-07-30,Delayed,3152.21,Delayed,4
56268,5119,2025-04-05,2025-04-08,Delayed,830.57,Delayed,2
56269,8485,2024-07-04,2024-07-08,Cancelled,7959.5,Lost,4
56274,9115,2025-03-18,2025-03-22,Delayed,883.22,Delayed,5
56276,12599,2024-07-30,2024-08-04,Cancelled,6986.65,Lost,4
56277,8445,2025-02-19,2025-02-23,Delayed,8477.76,Delayed,2
56287,14685,2024-08-15,2024-08-17,Cancelled,5292.44,Lost,1
56297,12859,2025-06-19,2025-06-22,Delayed,4691.14,Delayed,4
56300,14390,2025-01-24,2025-01-27,Delayed,598.68,Delayed,2
56307,6467,2025-06-14,2025-06-18,Delayed,2806.57,Delayed,5
56321,19110,2025-01-19,2025-01-24,Delayed,2086.86,Delayed,3
56337,18408,2024-08-22,2024-08-23,Delayed,10848.93,Delayed,3
56342,3609,2024-08-23,2024-08-27,Delayed,2395.34,Delayed,3
56348,11087,2024-09-23,2024-09-26,Delayed,8760.54,Delayed,2
56349,4296,2025-01-06,2025-01-10,Delayed,7409.18,Delayed,3
56355,13214,2024-07-26,2024-07-31,Delayed,1892.62,Delayed,4
56363,15584,2024-12-10,2024-12-12,Cancelled,676.8,Lost,2
56367,18001,2025-04-06,2025-04-09,Delayed,1535.01,Delayed,5
56371,5628,2024-12-15,2024-12-17,Delayed,5442.45,Delayed,5
56374,652,2025-05-29,2025-05-31,Delayed,5761.48,Delayed,4
56377,18532,2024-10-16,2024-10-20,Delayed,1233.05,Delayed,4
56386,3026,2024-09-01,2024-09-05,Cancelled,3973.78,Lost,3
56391,1303,2025-02-22,2025-02-24,Cancelled,4589.26,Lost,3
56408,14442,2025-06-25,2025-06-30,Cancelled,571.94,Lost,3
56410,3177,2024-07-20,2024-07-24,Cancelled,5090.23,Lost,4
56411,13854,2025-03-02,2025-03-07,Delayed,2543.28,Delayed,2
56412,10173,2024-08-23,2024-08-27,Cancelled,529.52,Lost,2
56419,5155,2024-10-07,2024-10-09,Delayed,4515.93,Delayed,5
56421,18550,2024-09-01,2024-09-06,Delayed,3920.91,Delayed,3
56423,14953,2025-03-19,2025-03-22,Delayed,2373.43,Delayed,2
56429,12714,2024-10-24,2024-10-29,Delayed,6943.28,Delayed,3
56430,5160,2025-02-03,2025-02-06,Delayed,5164.18,Delayed,1
56441,12593,2025-06-27,2025-07-01,Delayed,9086.26,Delayed,2
56442,19301,2024-09-13,2024-09-16,Delayed,9742.98,Delayed,4
56443,3786,2024-11-22,2024-11-24,Delayed,1000.24,Delayed,3
56445,19807,2024-11-17,2024-11-18,Delayed,8097.84,Delayed,4
56447,11855,2025-01-28,2025-01-30,Delayed,2581.56,Delayed,5
56452,8062,2024-07-03,2024-07-04,Cancelled,9218.79,Lost,4
56456,13986,2025-06-27,2025-06-29,Delayed,5272.54,Delayed,5
56458,2745,2024-08-14,2024-08-15,Delayed,3734.8,Delayed,1
56460,9914,2024-11-27,2024-11-29,Delayed,7835.75,Delayed,5
56461,14960,2024-11-24,2024-11-29,Delayed,1859.55,Delayed,4
56466,9356,2024-11-14,2024-11-18,Delayed,966.69,Delayed,3
56467,2961,2024-09-19,2024-09-20,Delayed,8712.94,Delayed,2
56472,18745,2024-11-12,2024-11-17,Cancelled,2546.2,Lost,5
56473,1068,2025-06-04,2025-06-09,Delayed,8376.17,Delayed,1
56475,10413,2024-07-15,2024-07-16,Delayed,7918.09,Delayed,5
56477,12331,2024-08-14,2024-08-15,Delayed,7198.18,Delayed,2
56478,16289,2024-08-16,2024-08-18,Delayed,4990.52,Delayed,1
56484,5796,2024-07-04,2024-07-07,Delayed,10612.85,Delayed,3
56485,12793,2025-03-07,2025-03-10,Delayed,7816.64,Delayed,3
56491,2737,2025-06-14,2025-06-15,Delayed,5152.03,Delayed,4
56515,2895,2025-05-04,2025-05-05,Cancelled,2565.5,Lost,2
56524,10171,2025-05-27,2025-06-01,Delayed,7568.36,Delayed,1
56525,19714,2025-02-16,2025-02-20,Delayed,11169.14,Delayed,5
56530,16105,2024-09-16,2024-09-21,Delayed,4066.56,Delayed,3
56532,7416,2024-10-29,2024-11-01,Cancelled,1222.73,Lost,1
56535,10345,2024-10-27,2024-10-31,Delayed,10817.01,Delayed,3
56538,166,2024-07-04,2024-07-06,Cancelled,3015.84,Lost,4
56542,5812,2024-07-15,2024-07-16,Delayed,5130.87,Delayed,1
56547,14349,2025-01-11,2025-01-15,Cancelled,6949.51,Lost,2
56549,14299,2025-01-13,2025-01-14,Cancelled,7918.87,Lost,3
56550,10594,2024-08-21,2024-08-22,Cancelled,213.12,Lost,4
56560,18566,2025-05-01,2025-05-03,Delayed,10601.57,Delayed,4
56585,15342,2025-05-20,2025-05-21,Delayed,7190.8,Delayed,5
56587,3685,2024-09-21,2024-09-22,Delayed,8537.92,Delayed,2
56589,8832,2024-09-25,2024-09-26,Delayed,5185.86,Delayed,3
56592,4883,2024-10-27,2024-10-30,Delayed,5914.33,Delayed,3
56595,15078,2024-11-21,2024-11-23,Delayed,4187.75,Delayed,4
56596,8795,2025-02-20,2025-02-24,Delayed,4847.72,Delayed,1
56598,10001,2025-05-25,2025-05-30,Delayed,1861.53,Delayed,4
56600,8689,2025-05-16,2025-05-20,Delayed,6494.74,Delayed,5
56605,6480,2024-08-10,2024-08-11,Delayed,8668.09,Delayed,4
56610,11574,2024-08-27,2024-09-01,Delayed,3507.27,Delayed,1
56613,14709,2025-06-11,2025-06-13,Delayed,3707.1,Delayed,3
56621,8852,2025-05-09,2025-05-10,Cancelled,6405.41,Lost,3
56633,10590,2024-12-20,2024-12-22,Delayed,3437.65,Delayed,5
56645,447,2025-05-19,2025-05-21,Delayed,2153.48,Delayed,4
56657,3853,2024-10-20,2024-10-21,Delayed,7324.77,Delayed,1
56666,1800,2024-07-11,2024-07-14,Cancelled,487.68,Lost,2
56674,17471,2024-12-15,2024-12-16,Delayed,1503.08,Delayed,4
56676,153,2024-11-02,2024-11-06,Delayed,5593.02,Delayed,1
56689,3451,2024-07-28,2024-07-29,Cancelled,4401.02,Lost,5
56696,9613,2025-06-10,2025-06-13,Delayed,3486.67,Delayed,4
56698,12462,2024-07-10,2024-07-15,Delayed,1297.36,Delayed,1
56701,10545,2025-06-12,2025-06-15,Delayed,4652.66,Delayed,5
56703,14419,2025-01-13,2025-01-18,Delayed,881.66,Delayed,5
56707,13366,2025-04-25,2025-04-29,Delayed,4861.21,Delayed,4
56709,11857,2024-09-26,2024-09-28,Delayed,5985.55,Delayed,3
56717,9734,2024-12-20,2024-12-22,Delayed,6455.08,Delayed,1
56720,4455,2024-07-29,2024-08-01,Delayed,7295.2,Delayed,5
56724,8381,2024-12-01,2024-12-02,Cancelled,9067.64,Lost,4
56726,7512,2024-09-24,2024-09-29,Cancelled,4890.65,Lost,5
56731,3721,2024-10-06,2024-10-07,Delayed,10508.16,Delayed,4
56732,17110,2025-06-12,2025-06-14,Delayed,6865.98,Delayed,2
56742,16242,2024-10-24,2024-10-28,Delayed,1421.55,Delayed,2
56748,1344,2025-05-08,2025-05-13,Cancelled,8193.9,Lost,5
56750,6722,2024-12-28,2024-12-29,Cancelled,7100.73,Lost,2
56760,7629,2025-06-21,2025-06-22,Cancelled,7334.49,Lost,3
56791,5056,2024-07-10,2024-07-12,Cancelled,3413.68,Lost,3
56792,8627,2025-05-10,2025-05-15,Cancelled,7264.2,Lost,2
56796,14558,2025-01-08,2025-01-12,Cancelled,7079.22,Lost,1
56806,2114,2025-01-24,2025-01-26,Delayed,1936.06,Delayed,4
56808,19124,2024-09-26,2024-09-27,Delayed,3815.28,Delayed,4
56819,9275,2025-04-09,2025-04-14,Cancelled,2259.92,Lost,1
56820,8171,2025-03-06,2025-03-07,Delayed,4966.62,Delayed,3
56825,16452,2025-04-27,2025-04-29,Delayed,10136.39,Delayed,3
56829,11445,2025-01-04,2025-01-05,Delayed,4100.64,Delayed,4
56830,15518,2024-07-30,2024-08-01,Delayed,5151.67,Delayed,4
56834,6137,2025-04-06,2025-04-08,Delayed,3791.66,Delayed,1
56835,57,2025-05-18,2025-05-20,Delayed,1876.39,Delayed,5
56838,3118,2025-06-16,2025-06-20,Cancelled,9634.77,Lost,1
56839,10696,2025-02-18,2025-02-22,Delayed,6678.27,Delayed,4
56846,6563,2024-10-25,2024-10-30,Cancelled,255.9,Lost,4
56876,3193,2024-08-04,2024-08-09,Delayed,6644.54,Delayed,2
56878,15135,2024-09-29,2024-09-30,Cancelled,1548.42,Lost,1
56883,10460,2025-01-22,2025-01-27,Delayed,6886.8,Delayed,5
