order_id,customer_id,order_date,due_date,order_status,order_total,delivery_status,delay_reason_id,root_cause_id,category,description,severity_level,revenue_loss
63677,9823,2024-12-06,2024-12-09,Completed,1480.5,On-Time,2,2,Inventory,Stockout,High,1480.5
63678,6220,2025-06-04,2025-06-08,Completed,456.33,On-Time,2,2,Inventory,Stockout,High,456.33
63680,178,2024-08-14,2024-08-19,Completed,6516.18,On-Time,2,2,Inventory,Stockout,High,6516.18
63683,5296,2024-12-06,2024-12-08,Completed,2365.52,On-Time,2,2,Inventory,Stockout,High,2365.52
63685,7416,2025-06-06,2025-06-10,Completed,726.27,On-Time,2,2,Inventory,Stockout,High,726.27
63694,9364,2024-08-16,2024-08-18,Delayed,5338.73,Delayed,2,2,Inventory,Stockout,High,5338.73
63695,8458,2025-04-22,2025-04-26,Completed,3552.65,On-Time,2,2,Inventory,Stockout,High,3552.65
63709,5116,2025-05-04,2025-05-09,Completed,8694.94,On-Time,2,2,Inventory,Stockout,High,8694.94
63712,17406,2024-10-13,2024-10-15,Completed,2418.21,On-Time,2,2,Inventory,Stockout,High,2418.21
63716,839,2024-08-25,2024-08-30,Completed,1983.86,On-Time,2,2,Inventory,Stockout,High,1983.86
63719,3163,2024-10-05,2024-10-06,Completed,2171.7,On-Time,2,2,Inventory,Stockout,High,2171.7
63724,19947,2024-12-15,2024-12-16,Delayed,597.21,Delayed,2,2,Inventory,Stockout,High,597.21
63735,17749,2024-07-13,2024-07-18,Completed,10567.67,On-Time,2,2,Inventory,Stockout,High,10567.67
63736,521,2025-04-06,2025-04-07,Completed,6844.55,On-Time,2,2,Inventory,Stockout,High,6844.55
63743,19950,2024-12-09,2024-12-13,Delayed,6221.37,Delayed,2,2,Inventory,Stockout,High,6221.37
63746,2283,2025-06-27,2025-06-28,Delayed,3174.6,Delayed,2,2,Inventory,Stockout,High,3174.6
63751,13390,2025-01-14,2025-01-16,Completed,525.66,On-Time,2,2,Inventory,Stockout,High,525.66
63760,4612,2024-08-28,2024-09-02,Completed,864.16,On-Time,2,2,Inventory,Stockout,High,864.16
63762,9479,2024-11-19,2024-11-23,Completed,1053.0,On-Time,2,2,Inventory,Stockout,High,1053.0
63764,17123,2025-01-30,2025-02-02,Delayed,8279.89,Delayed,2,2,Inventory,Stockout,High,8279.89
63766,16811,2024-10-15,2024-10-16,Completed,6078.88,On-Time,2,2,Inventory,Stockout,High,6078.88
63771,16217,2025-02-27,2025-03-04,Cancelled,6027.68,Lost,2,2,Inventory,Stockout,High,6027.68
63776,6222,2025-05-25,2025-05-27,Delayed,1529.38,Delayed,2,2,Inventory,Stockout,High,1529.38
63779,16603,2024-10-21,2024-10-26,Completed,4800.7,On-Time,2,2,Inventory,Stockout,High,4800.7
63780,12540,2024-12-15,2024-12-18,Completed,940.92,On-Time,2,2,Inventory,Stockout,High,940.92
63784,19945,2024-10-31,2024-11-02,Delayed,13281.5,Delayed,2,2,Inventory,Stockout,High,13281.5
63792,17916,2025-04-23,2025-04-25,Completed,6148.24,On-Time,2,2,Inventory,Stockout,High,6148.24
63794,5463,2025-06-07,2025-06-09,Completed,3673.3,On-Time,2,2,Inventory,Stockout,High,3673.3
63809,14359,2024-08-23,2024-08-25,Completed,1582.68,On-Time,2,2,Inventory,Stockout,High,1582.68
63812,19477,2025-05-22,2025-05-25,Delayed,3055.17,Delayed,2,2,Inventory,Stockout,High,3055.17
63820,7619,2025-05-19,2025-05-22,Delayed,2748.17,Delayed,2,2,Inventory,Stockout,High,2748.17
63832,19482,2024-11-23,2024-11-26,Delayed,9619.0,Delayed,2,2,Inventory,Stockout,High,9619.0
63834,13298,2024-11-29,2024-12-01,Completed,4670.38,On-Time,2,2,Inventory,Stockout,High,4670.38
63853,2342,2024-08-01,2024-08-06,Completed,7131.81,On-Time,2,2,Inventory,Stockout,High,7131.81
63863,7272,2025-06-16,2025-06-18,Completed,6419.37,On-Time,2,2,Inventory,Stockout,High,6419.37
63866,3726,2025-02-12,2025-02-13,Completed,16694.24,On-Time,2,2,Inventory,Stockout,High,16694.24
63873,2294,2025-04-24,2025-04-27,Completed,4405.97,On-Time,2,2,Inventory,Stockout,High,4405.97
63877,5378,2025-05-16,2025-05-17,Completed,4381.25,On-Time,2,2,Inventory,Stockout,High,4381.25
63879,11471,2025-01-10,2025-01-14,Completed,5967.21,On-Time,2,2,Inventory,Stockout,High,5967.21
63880,11690,2024-11-13,2024-11-16,Completed,2142.32,On-Time,2,2,Inventory,Stockout,High,2142.32
63889,4055,2024-08-22,2024-08-26,Completed,6464.79,On-Time,2,2,Inventory,Stockout,High,6464.79
63901,8178,2024-08-03,2024-08-07,Completed,1801.89,On-Time,2,2,Inventory,Stockout,High,1801.89
63902,16153,2024-07-14,2024-07-17,Completed,3998.67,On-Time,2,2,Inventory,Stockout,High,3998.67
63903,5480,2024-10-30,2024-11-02,Completed,7670.0,On-Time,2,2,Inventory,Stockout,High,7670.0
63904,504,2024-07-21,2024-07-26,Completed,382.96,On-Time,2,2,Inventory,Stockout,High,382.96
63908,5672,2024-07-22,2024-07-23,Delayed,5628.51,Delayed,2,2,Inventory,Stockout,High,5628.51
63914,9571,2025-06-07,2025-06-11,Completed,4817.45,On-Time,2,2,Inventory,Stockout,High,4817.45
63917,2223,2024-10-06,2024-10-07,Completed,1109.25,On-Time,2,2,Inventory,Stockout,High,1109.25
63925,19305,2024-08-23,2024-08-26,Completed,2555.6,On-Time,2,2,Inventory,Stockout,High,2555.6
63928,10910,2025-04-05,2025-04-10,Completed,3439.6,On-Time,2,2,Inventory,Stockout,High,3439.6
63930,6541,2024-11-18,2024-11-19,Completed,4885.65,On-Time,2,2,Inventory,Stockout,High,4885.65
63935,6265,2024-12-29,2024-12-30,Completed,1181.98,On-Time,2,2,Inventory,Stockout,High,1181.98
63938,19264,2025-01-12,2025-01-14,Delayed,6553.39,Delayed,2,2,Inventory,Stockout,High,6553.39
63943,17095,2024-11-05,2024-11-10,Completed,2242.76,On-Time,2,2,Inventory,Stockout,High,2242.76
63944,15443,2024-10-08,2024-10-13,Completed,11860.53,On-Time,2,2,Inventory,Stockout,High,11860.53
63945,24,2025-06-28,2025-07-01,Completed,199.07,On-Time,2,2,Inventory,Stockout,High,199.07
63946,2858,2024-09-12,2024-09-15,Completed,2017.38,On-Time,2,2,Inventory,Stockout,High,2017.38
63951,566,2024-10-26,2024-10-28,Completed,980.65,On-Time,2,2,Inventory,Stockout,High,980.65
63952,10279,2024-07-29,2024-08-03,Completed,2891.42,On-Time,2,2,Inventory,Stockout,High,2891.42
63954,16224,2024-09-02,2024-09-04,Completed,6386.5,On-Time,2,2,Inventory,Stockout,High,6386.5
63957,10274,2024-12-02,2024-12-05,Completed,4599.1,On-Time,2,2,Inventory,Stockout,High,4599.1
63963,6021,2024-11-15,2024-11-18,Completed,11826.53,On-Time,2,2,Inventory,Stockout,High,11826.53
63984,6583,2024-12-19,2024-12-24,Completed,1759.84,On-Time,2,2,Inventory,Stockout,High,1759.84
63991,2185,2025-02-06,2025-02-11,Completed,3672.8,On-Time,2,2,Inventory,Stockout,High,3672.8
64003,5017,2025-03-15,2025-03-16,Completed,9204.67,On-Time,2,2,Inventory,Stockout,High,9204.67
64017,18361,2025-05-01,2025-05-05,Completed,7176.35,On-Time,2,2,Inventory,Stockout,High,7176.35
64018,3344,2025-03-07,2025-03-12,Completed,13161.67,On-Time,2,2,Inventory,Stockout,High,13161.67
64025,17169,2024-09-12,2024-09-16,Completed,1148.19,On-Time,2,2,Inventory,Stockout,High,1148.19
64031,12235,2024-12-28,2025-01-02,Completed,9499.8,On-Time,2,2,Inventory,Stockout,High,9499.8
64035,15001,2025-06-17,2025-06-22,Completed,6251.16,On-Time,2,2,Inventory,Stockout,High,6251.16
64038,19768,2024-09-30,2024-10-04,Delayed,8249.7,Delayed,2,2,Inventory,Stockout,High,8249.7
64054,1765,2024-09-07,2024-09-11,Completed,5167.64,On-Time,2,2,Inventory,Stockout,High,5167.64
64055,9811,2025-02-27,2025-03-04,Completed,5502.16,On-Time,2,2,Inventory,Stockout,High,5502.16
64058,14988,2025-02-19,2025-02-22,Completed,2464.73,On-Time,2,2,Inventory,Stockout,High,2464.73
64061,9616,2025-03-04,2025-03-09,Completed,8756.39,On-Time,2,2,Inventory,Stockout,High,8756.39
64062,5075,2025-05-23,2025-05-25,Completed,13646.52,On-Time,2,2,Inventory,Stockout,High,13646.52
64063,5190,2024-12-31,2025-01-04,Completed,6085.09,On-Time,2,2,Inventory,Stockout,High,6085.09
64066,10114,2024-11-04,2024-11-09,Delayed,3189.24,Delayed,2,2,Inventory,Stockout,High,3189.24
64068,13671,2024-07-09,2024-07-12,Completed,3881.45,On-Time,2,2,Inventory,Stockout,High,3881.45
64079,3834,2025-04-20,2025-04-21,Completed,5160.41,On-Time,2,2,Inventory,Stockout,High,5160.41
64083,2931,2024-12-17,2024-12-20,Completed,16149.94,On-Time,2,2,Inventory,Stockout,High,16149.94
64089,12541,2024-12-28,2025-01-02,Completed,8341.63,On-Time,2,2,Inventory,Stockout,High,8341.63
64090,669,2024-12-22,2024-12-27,Completed,5666.38,On-Time,2,2,Inventory,Stockout,High,5666.38
64093,6000,2025-04-28,2025-05-01,Completed,1929.86,On-Time,2,2,Inventory,Stockout,High,1929.86
64094,7266,2025-03-09,2025-03-11,Completed,6765.55,On-Time,2,2,Inventory,Stockout,High,6765.55
64097,7716,2024-10-23,2024-10-27,Completed,4138.18,On-Time,2,2,Inventory,Stockout,High,4138.18
64105,7180,2025-06-18,2025-06-20,Completed,4698.87,On-Time,2,2,Inventory,Stockout,High,4698.87
64106,17411,2025-01-02,2025-01-07,Completed,13184.06,On-Time,2,2,Inventory,Stockout,High,13184.06
64109,7872,2025-04-12,2025-04-16,Completed,1500.84,On-Time,2,2,Inventory,Stockout,High,1500.84
64112,14711,2025-03-15,2025-03-18,Completed,6155.82,On-Time,2,2,Inventory,Stockout,High,6155.82
64119,14345,2024-10-09,2024-10-11,Completed,3788.6,On-Time,2,2,Inventory,Stockout,High,3788.6
64135,19142,2024-11-10,2024-11-14,Completed,5863.7,On-Time,2,2,Inventory,Stockout,High,5863.7
64146,8516,2024-09-23,2024-09-27,Completed,1601.02,On-Time,2,2,Inventory,Stockout,High,1601.02
64149,13421,2024-07-16,2024-07-21,Completed,6794.99,On-Time,2,2,Inventory,Stockout,High,6794.99
64150,19134,2024-11-30,2024-12-03,Completed,2128.62,On-Time,2,2,Inventory,Stockout,High,2128.62
64158,1819,2025-02-15,2025-02-16,Completed,1459.14,On-Time,2,2,Inventory,Stockout,High,1459.14
64161,10922,2025-05-16,2025-05-20,Completed,6843.47,On-Time,2,2,Inventory,Stockout,High,6843.47
64162,1241,2025-01-22,2025-01-23,Completed,7007.07,On-Time,2,2,Inventory,Stockout,High,7007.07
64175,2938,2025-03-01,2025-03-06,Completed,5876.39,On-Time,2,2,Inventory,Stockout,High,5876.39
64178,4157,2024-12-04,2024-12-06,Completed,220.69,On-Time,2,2,Inventory,Stockout,High,220.69
64183,8106,2025-01-14,2025-01-16,Completed,3877.1,On-Time,2,2,Inventory,Stockout,High,3877.1
64187,17936,2025-01-03,2025-01-06,Completed,4585.26,On-Time,2,2,Inventory,Stockout,High,4585.26
64196,13507,2024-09-06,2024-09-11,Completed,12715.45,On-Time,2,2,Inventory,Stockout,High,12715.45
64199,1268,2024-08-06,2024-08-11,Completed,12555.52,On-Time,2,2,Inventory,Stockout,High,12555.52
64211,14973,2024-10-07,2024-10-11,Completed,4017.1,On-Time,2,2,Inventory,Stockout,High,4017.1
64218,700,2024-10-07,2024-10-10,Completed,3523.72,On-Time,2,2,Inventory,Stockout,High,3523.72
64220,12067,2025-04-02,2025-04-06,Completed,349.5,On-Time,2,2,Inventory,Stockout,High,349.5
64240,4966,2024-11-27,2024-12-02,Completed,1144.72,On-Time,2,2,Inventory,Stockout,High,1144.72
64244,18666,2024-08-20,2024-08-21,Completed,5094.61,On-Time,2,2,Inventory,Stockout,High,5094.61
64245,1221,2024-08-07,2024-08-10,Completed,1734.55,On-Time,2,2,Inventory,Stockout,High,1734.55
64247,7681,2025-06-08,2025-06-13,Completed,6406.59,On-Time,2,2,Inventory,Stockout,High,6406.59
64255,1632,2024-11-09,2024-11-10,Completed,4524.66,On-Time,2,2,Inventory,Stockout,High,4524.66
64262,16740,2024-07-25,2024-07-26,Completed,5216.92,On-Time,2,2,Inventory,Stockout,High,5216.92
64274,12403,2024-11-02,2024-11-03,Completed,4732.16,On-Time,2,2,Inventory,Stockout,High,4732.16
64278,2974,2025-03-14,2025-03-16,Completed,2278.65,On-Time,2,2,Inventory,Stockout,High,2278.65
64284,19315,2024-10-15,2024-10-18,Completed,4477.69,On-Time,2,2,Inventory,Stockout,High,4477.69
64285,11563,2025-04-28,2025-05-03,Completed,3566.78,On-Time,2,2,Inventory,Stockout,High,3566.78
64287,1444,2025-02-21,2025-02-23,Completed,7717.35,On-Time,2,2,Inventory,Stockout,High,7717.35
64288,16616,2025-02-17,2025-02-22,Completed,2642.79,On-Time,2,2,Inventory,Stockout,High,2642.79
64290,18349,2025-04-21,2025-04-24,Completed,804.15,On-Time,2,2,Inventory,Stockout,High,804.15
64296,3374,2024-08-14,2024-08-15,Delayed,3652.77,Delayed,2,2,Inventory,Stockout,High,3652.77
64298,2665,2024-07-19,2024-07-23,Completed,8446.02,On-Time,2,2,Inventory,Stockout,High,8446.02
64307,12579,2025-06-22,2025-06-27,Completed,3455.43,On-Time,2,2,Inventory,Stockout,High,3455.43
64311,13895,2025-01-31,2025-02-04,Completed,7194.07,On-Time,2,2,Inventory,Stockout,High,7194.07
64313,3429,2025-02-10,2025-02-11,Completed,11198.0,On-Time,2,2,Inventory,Stockout,High,11198.0
64318,9577,2024-11-17,2024-11-20,Completed,10036.41,On-Time,2,2,Inventory,Stockout,High,10036.41
64319,8961,2024-12-03,2024-12-07,Completed,1723.4,On-Time,2,2,Inventory,Stockout,High,1723.4
64320,2614,2024-07-05,2024-07-08,Completed,7163.22,On-Time,2,2,Inventory,Stockout,High,7163.22
64323,8951,2025-05-29,2025-06-03,Completed,5002.66,On-Time,2,2,Inventory,Stockout,High,5002.66
64327,17979,2025-02-07,2025-02-08,Completed,4746.87,On-Time,2,2,Inventory,Stockout,High,4746.87
64329,12329,2025-01-17,2025-01-21,Completed,6633.7,On-Time,2,2,Inventory,Stockout,High,6633.7
64333,6070,2024-11-22,2024-11-25,Delayed,109.12,Delayed,2,2,Inventory,Stockout,High,109.12
64337,14227,2025-03-25,2025-03-27,Delayed,4247.26,Delayed,2,2,Inventory,Stockout,High,4247.26
64338,17173,2024-09-13,2024-09-18,Delayed,1258.02,Delayed,2,2,Inventory,Stockout,High,1258.02
64339,13364,2024-08-29,2024-09-02,Completed,6684.07,On-Time,2,2,Inventory,Stockout,High,6684.07
64345,14830,2024-08-02,2024-08-06,Completed,6188.64,On-Time,2,2,Inventory,Stockout,High,6188.64
64347,16124,2025-02-22,2025-02-27,Completed,418.82,On-Time,2,2,Inventory,Stockout,High,418.82
64354,9532,2025-04-24,2025-04-27,Completed,4219.28,On-Time,2,2,Inventory,Stockout,High,4219.28
64370,17336,2024-07-10,2024-07-13,Completed,13451.22,On-Time,2,2,Inventory,Stockout,High,13451.22
64373,10235,2024-07-07,2024-07-08,Completed,1972.31,On-Time,2,2,Inventory,Stockout,High,1972.31
64383,7261,2024-08-12,2024-08-15,Completed,1484.12,On-Time,2,2,Inventory,Stockout,High,1484.12
64392,12195,2024-12-30,2024-12-31,Completed,4651.58,On-Time,2,2,Inventory,Stockout,High,4651.58
64393,12557,2024-11-19,2024-11-22,Completed,679.46,On-Time,2,2,Inventory,Stockout,High,679.46
64405,11732,2025-02-16,2025-02-20,Completed,6697.8,On-Time,2,2,Inventory,Stockout,High,6697.8
64406,2310,2024-08-20,2024-08-24,Delayed,3798.2,Delayed,2,2,Inventory,Stockout,High,3798.2
64408,4969,2024-07-15,2024-07-18,Completed,7940.12,On-Time,2,2,Inventory,Stockout,High,7940.12
64422,11464,2025-01-10,2025-01-14,Completed,4833.92,On-Time,2,2,Inventory,Stockout,High,4833.92
64423,10846,2024-10-25,2024-10-29,Completed,3693.97,On-Time,2,2,Inventory,Stockout,High,3693.97
64425,4116,2024-12-04,2024-12-06,Completed,8457.03,On-Time,2,2,Inventory,Stockout,High,8457.03
64426,17527,2025-01-20,2025-01-24,Delayed,1147.85,Delayed,2,2,Inventory,Stockout,High,1147.85
64432,6566,2024-11-24,2024-11-26,Completed,4577.27,On-Time,2,2,Inventory,Stockout,High,4577.27
64441,7615,2025-05-15,2025-05-19,Completed,9095.02,On-Time,2,2,Inventory,Stockout,High,9095.02
64449,11472,2024-07-07,2024-07-09,Completed,3510.42,On-Time,2,2,Inventory,Stockout,High,3510.42
64450,2728,2025-03-27,2025-03-29,Completed,3775.82,On-Time,2,2,Inventory,Stockout,High,3775.82
64451,8744,2024-11-17,2024-11-20,Delayed,4860.12,Delayed,2,2,Inventory,Stockout,High,4860.12
64452,11483,2024-09-30,2024-10-04,Delayed,616.86,Delayed,2,2,Inventory,Stockout,High,616.86
64459,2054,2024-11-21,2024-11-26,Completed,721.21,On-Time,2,2,Inventory,Stockout,High,721.21
64469,15706,2025-03-13,2025-03-17,Completed,6840.43,On-Time,2,2,Inventory,Stockout,High,6840.43
64474,3739,2025-06-11,2025-06-15,Completed,6777.63,On-Time,2,2,Inventory,Stockout,High,6777.63
64481,1809,2025-03-27,2025-03-28,Delayed,570.48,Delayed,2,2,Inventory,Stockout,High,570.48
64495,18467,2024-11-08,2024-11-09,Completed,6322.2,On-Time,2,2,Inventory,Stockout,High,6322.2
64497,1844,2025-01-02,2025-01-06,Completed,8919.6,On-Time,2,2,Inventory,Stockout,High,8919.6
64498,8355,2025-02-20,2025-02-25,Cancelled,7876.83,Lost,2,2,Inventory,Stockout,High,7876.83
64505,12123,2025-06-11,2025-06-13,Completed,5968.02,On-Time,2,2,Inventory,Stockout,High,5968.02
64513,6270,2025-04-17,2025-04-22,Cancelled,717.24,Lost,2,2,Inventory,Stockout,High,717.24
64515,13780,2024-09-25,2024-09-28,Completed,1687.13,On-Time,2,2,Inventory,Stockout,High,1687.13
64516,8802,2024-10-22,2024-10-27,Completed,6185.84,On-Time,2,2,Inventory,Stockout,High,6185.84
64519,16787,2025-04-05,2025-04-08,Completed,8107.69,On-Time,2,2,Inventory,Stockout,High,8107.69
64520,18353,2024-10-21,2024-10-22,Completed,7945.42,On-Time,2,2,Inventory,Stockout,High,7945.42
64525,6472,2024-12-02,2024-12-04,Completed,4283.35,On-Time,2,2,Inventory,Stockout,High,4283.35
64527,528,2025-01-16,2025-01-19,Completed,6809.05,On-Time,2,2,Inventory,Stockout,High,6809.05
64529,4316,2025-06-30,2025-07-02,Completed,2847.16,On-Time,2,2,Inventory,Stockout,High,2847.16
64537,17528,2024-10-17,2024-10-20,Completed,1358.21,On-Time,2,2,Inventory,Stockout,High,1358.21
64543,15824,2025-05-08,2025-05-09,Completed,12003.37,On-Time,2,2,Inventory,Stockout,High,12003.37
64548,17161,2024-08-17,2024-08-20,Completed,8262.92,On-Time,2,2,Inventory,Stockout,High,8262.92
64555,14905,2024-10-07,2024-10-10,Completed,4317.45,On-Time,2,2,Inventory,Stockout,High,4317.45
64556,1543,2025-06-06,2025-06-11,Cancelled,8695.38,Lost,2,2,Inventory,Stockout,High,8695.38
64558,15405,2024-09-03,2024-09-05,Delayed,8921.39,Delayed,2,2,Inventory,Stockout,High,8921.39
64560,12785,2024-10-07,2024-10-08,Completed,1838.99,On-Time,2,2,Inventory,Stockout,High,1838.99
64567,1380,2025-04-28,2025-05-02,Delayed,8033.85,Delayed,2,2,Inventory,Stockout,High,8033.85
64577,2198,2025-01-07,2025-01-10,Completed,7674.16,On-Time,2,2,Inventory,Stockout,High,7674.16
64578,1705,2025-03-26,2025-03-31,Completed,10354.7,On-Time,2,2,Inventory,Stockout,High,10354.7
64581,19647,2024-12-06,2024-12-08,Delayed,6228.97,Delayed,2,2,Inventory,Stockout,High,6228.97
64583,2600,2024-10-22,2024-10-23,Completed,9529.86,On-Time,2,2,Inventory,Stockout,High,9529.86
64585,5669,2024-11-13,2024-11-18,Completed,2389.0,On-Time,2,2,Inventory,Stockout,High,2389.0
64586,11351,2024-12-04,2024-12-05,Delayed,2675.0,Delayed,2,2,Inventory,Stockout,High,2675.0
64588,16057,2024-10-31,2024-11-05,Completed,10191.28,On-Time,2,2,Inventory,Stockout,High,10191.28
64591,19714,2024-08-06,2024-08-10,Completed,3169.0,On-Time,2,2,Inventory,Stockout,High,3169.0
64596,11886,2024-09-23,2024-09-28,Completed,9614.51,On-Time,2,2,Inventory,Stockout,High,9614.51
64599,15287,2024-12-11,2024-12-15,Completed,6197.99,On-Time,2,2,Inventory,Stockout,High,6197.99
64601,19340,2025-03-23,2025-03-27,Completed,8533.96,On-Time,2,2,Inventory,Stockout,High,8533.96
64610,13866,2024-08-31,2024-09-05,Completed,2289.87,On-Time,2,2,Inventory,Stockout,High,2289.87
64611,17663,2025-02-04,2025-02-08,Completed,3464.05,On-Time,2,2,Inventory,Stockout,High,3464.05
64613,5890,2024-12-28,2024-12-30,Delayed,7696.39,Delayed,2,2,Inventory,Stockout,High,7696.39
64614,4999,2024-11-16,2024-11-20,Delayed,3504.12,Delayed,2,2,Inventory,Stockout,High,3504.12
64620,15278,2024-07-26,2024-07-31,Completed,4973.89,On-Time,2,2,Inventory,Stockout,High,4973.89
64625,8606,2024-07-19,2024-07-24,Cancelled,1941.7,Lost,2,2,Inventory,Stockout,High,1941.7
64636,1370,2024-07-19,2024-07-20,Completed,4487.36,On-Time,2,2,Inventory,Stockout,High,4487.36
64638,2101,2024-12-12,2024-12-13,Completed,2938.64,On-Time,2,2,Inventory,Stockout,High,2938.64
64639,17142,2024-12-08,2024-12-10,Completed,10045.77,On-Time,2,2,Inventory,Stockout,High,10045.77
64642,10474,2025-04-19,2025-04-20,Completed,693.81,On-Time,2,2,Inventory,Stockout,High,693.81
64649,2340,2024-07-02,2024-07-07,Completed,3922.4,On-Time,2,2,Inventory,Stockout,High,3922.4
64653,18272,2025-02-08,2025-02-13,Completed,2597.06,On-Time,2,2,Inventory,Stockout,High,2597.06
64663,10448,2025-05-12,2025-05-14,Delayed,1837.48,Delayed,2,2,Inventory,Stockout,High,1837.48
64668,17469,2025-03-16,2025-03-17,Completed,3291.53,On-Time,2,2,Inventory,Stockout,High,3291.53
64676,4847,2025-05-30,2025-06-04,Completed,7926.23,On-Time,2,2,Inventory,Stockout,High,7926.23
64686,17405,2024-07-13,2024-07-17,Completed,8525.63,On-Time,2,2,Inventory,Stockout,High,8525.63
64693,4377,2024-10-01,2024-10-05,Delayed,3426.68,Delayed,2,2,Inventory,Stockout,High,3426.68
64694,15167,2024-08-05,2024-08-08,Completed,299.82,On-Time,2,2,Inventory,Stockout,High,299.82
64705,7173,2025-02-28,2025-03-01,Cancelled,1943.7,Lost,2,2,Inventory,Stockout,High,1943.7
64709,752,2024-12-16,2024-12-20,Completed,1767.69,On-Time,2,2,Inventory,Stockout,High,1767.69
64715,7192,2025-02-09,2025-02-11,Delayed,7419.92,Delayed,2,2,Inventory,Stockout,High,7419.92
64720,17802,2025-01-31,2025-02-01,Completed,12974.61,On-Time,2,2,Inventory,Stockout,High,12974.61
64723,14563,2024-09-18,2024-09-19,Delayed,4525.9,Delayed,2,2,Inventory,Stockout,High,4525.9
64724,13213,2025-05-20,2025-05-23,Completed,5593.84,On-Time,2,2,Inventory,Stockout,High,5593.84
64726,19706,2025-06-21,2025-06-24,Completed,6838.35,On-Time,2,2,Inventory,Stockout,High,6838.35
64734,13758,2024-10-11,2024-10-15,Completed,9465.91,On-Time,2,2,Inventory,Stockout,High,9465.91
64735,8934,2024-09-05,2024-09-06,Completed,2024.1,On-Time,2,2,Inventory,Stockout,High,2024.1
64741,2743,2025-06-15,2025-06-18,Delayed,5545.98,Delayed,2,2,Inventory,Stockout,High,5545.98
64744,14346,2025-02-06,2025-02-08,Completed,1640.64,On-Time,2,2,Inventory,Stockout,High,1640.64
64749,13653,2024-11-15,2024-11-16,Completed,9477.96,On-Time,2,2,Inventory,Stockout,High,9477.96
64754,6512,2024-09-11,2024-09-13,Completed,906.6,On-Time,2,2,Inventory,Stockout,High,906.6
64755,12694,2025-02-15,2025-02-20,Completed,5045.1,On-Time,2,2,Inventory,Stockout,High,5045.1
64756,10448,2025-01-07,2025-01-10,Completed,4587.15,On-Time,2,2,Inventory,Stockout,High,4587.15
64763,14659,2025-03-12,2025-03-14,Completed,3550.35,On-Time,2,2,Inventory,Stockout,High,3550.35
64766,2467,2025-04-24,2025-04-28,Completed,2103.37,On-Time,2,2,Inventory,Stockout,High,2103.37
64774,7862,2024-07-22,2024-07-26,Cancelled,2645.54,Lost,2,2,Inventory,Stockout,High,2645.54
64776,3065,2024-07-17,2024-07-18,Completed,13808.94,On-Time,2,2,Inventory,Stockout,High,13808.94
64786,6317,2024-09-21,2024-09-24,Delayed,1241.98,Delayed,2,2,Inventory,Stockout,High,1241.98
64788,5503,2025-01-06,2025-01-08,Completed,3865.36,On-Time,2,2,Inventory,Stockout,High,3865.36
64790,1344,2025-03-17,2025-03-20,Completed,4698.72,On-Time,2,2,Inventory,Stockout,High,4698.72
64791,16626,2024-07-13,2024-07-16,Completed,5252.93,On-Time,2,2,Inventory,Stockout,High,5252.93
64796,12677,2025-02-22,2025-02-27,Completed,4392.85,On-Time,2,2,Inventory,Stockout,High,4392.85
64804,12205,2024-10-04,2024-10-08,Delayed,3541.44,Delayed,2,2,Inventory,Stockout,High,3541.44
64811,12954,2025-06-04,2025-06-05,Completed,743.9,On-Time,2,2,Inventory,Stockout,High,743.9
64815,18045,2024-09-16,2024-09-17,Delayed,6473.89,Delayed,2,2,Inventory,Stockout,High,6473.89
64816,10845,2024-09-30,2024-10-03,Completed,2965.12,On-Time,2,2,Inventory,Stockout,High,2965.12
64818,11340,2024-10-06,2024-10-09,Delayed,5678.42,Delayed,2,2,Inventory,Stockout,High,5678.42
64827,5443,2025-03-10,2025-03-15,Completed,2214.3,On-Time,2,2,Inventory,Stockout,High,2214.3
64828,11814,2025-01-11,2025-01-14,Completed,3987.7,On-Time,2,2,Inventory,Stockout,High,3987.7
64835,6639,2025-06-18,2025-06-22,Completed,4679.71,On-Time,2,2,Inventory,Stockout,High,4679.71
64838,10154,2025-02-04,2025-02-05,Completed,2792.8,On-Time,2,2,Inventory,Stockout,High,2792.8
64840,13921,2024-12-30,2025-01-01,Completed,3102.64,On-Time,2,2,Inventory,Stockout,High,3102.64
64850,1268,2025-06-10,2025-06-11,Completed,7134.92,On-Time,2,2,Inventory,Stockout,High,7134.92
64851,865,2024-08-12,2024-08-15,Completed,1751.94,On-Time,2,2,Inventory,Stockout,High,1751.94
64853,10589,2024-12-04,2024-12-09,Completed,9747.92,On-Time,2,2,Inventory,Stockout,High,9747.92
64858,5527,2025-06-06,2025-06-11,Delayed,3480.03,Delayed,2,2,Inventory,Stockout,High,3480.03
64860,5472,2024-07-23,2024-07-28,Completed,2389.99,On-Time,2,2,Inventory,Stockout,High,2389.99
64862,18818,2024-09-14,2024-09-15,Completed,1454.1,On-Time,2,2,Inventory,Stockout,High,1454.1
64863,12970,2025-05-14,2025-05-16,Completed,484.53,On-Time,2,2,Inventory,Stockout,High,484.53
64867,302,2025-03-23,2025-03-24,Completed,7448.69,On-Time,2,2,Inventory,Stockout,High,7448.69
64869,18933,2024-09-28,2024-09-29,Completed,4319.48,On-Time,2,2,Inventory,Stockout,High,4319.48
64878,9096,2025-02-01,2025-02-02,Completed,1833.15,On-Time,2,2,Inventory,Stockout,High,1833.15
