po_id,vendor_id,created_date,expected_delivery,actual_delivery,status,total_amount
1144,170,2025-04-17 00:00:00,2025-04-20 00:00:00,2025-04-20 00:00:00,Closed,2749.47
1145,140,2024-11-17 00:00:00,2024-11-22 00:00:00,2024-11-22 00:00:00,Closed,1800.92
1146,151,2025-03-29 00:00:00,2025-03-30 00:00:00,2025-03-30 00:00:00,Closed,665.4
1147,190,2024-09-03 00:00:00,2024-09-08 00:00:00,2024-09-08 00:00:00,Closed,782.8
1148,164,2024-10-06 00:00:00,2024-10-10 00:00:00,2024-10-10 00:00:00,Closed,224.97
1149,86,2024-07-19 00:00:00,2024-07-25 00:00:00,2024-07-25 00:00:00,Closed,3231.8
1150,171,2024-12-02 00:00:00,2024-12-05 00:00:00,2024-12-05 00:00:00,Closed,959.65
1151,197,2024-12-02 00:00:00,2024-12-10 00:00:00,2024-12-10 00:00:00,Closed,4212.5
1152,126,2025-03-02 00:00:00,2025-03-07 00:00:00,2025-03-07 00:00:00,Closed,704.94
1153,45,2025-02-09 00:00:00,2025-02-10 00:00:00,2025-02-10 00:00:00,Closed,1344.66
1154,65,2024-07-03 00:00:00,2024-07-08 00:00:00,2024-07-08 00:00:00,Closed,1777.05
1155,133,2025-02-26 00:00:00,2025-03-01 00:00:00,2025-03-01 00:00:00,Closed,212.88
1156,95,2024-09-07 00:00:00,2024-09-09 00:00:00,2024-09-09 00:00:00,Closed,3794.6
1157,40,2024-12-04 00:00:00,2024-12-10 00:00:00,2024-12-11 00:00:00,Late,2459.15
1158,29,2024-11-07 00:00:00,2024-11-11 00:00:00,2024-11-11 00:00:00,Closed,904.55
1159,29,2024-09-12 00:00:00,2024-09-17 00:00:00,2024-09-17 00:00:00,Closed,3618.2
1160,78,2025-06-25 00:00:00,2025-07-02 00:00:00,2025-07-02 00:00:00,Closed,2383.8
1161,120,2024-12-18 00:00:00,2024-12-25 00:00:00,2024-12-25 00:00:00,Closed,3292.8
1162,199,2025-05-06 00:00:00,2025-05-10 00:00:00,2025-05-10 00:00:00,Closed,2580.44
1163,15,2024-10-02 00:00:00,2024-10-07 00:00:00,2024-10-07 00:00:00,Closed,3033.44
1164,127,2025-05-13 00:00:00,2025-05-19 00:00:00,2025-05-19 00:00:00,Closed,2154.32
1165,73,2025-04-08 00:00:00,2025-04-14 00:00:00,2025-04-14 00:00:00,Closed,1171.83
1166,43,2024-08-01 00:00:00,2024-08-06 00:00:00,2024-08-06 00:00:00,Closed,4295.75
1167,95,2025-03-14 00:00:00,2025-03-17 00:00:00,2025-03-17 00:00:00,Closed,1920.28
1168,33,2024-08-12 00:00:00,2024-08-13 00:00:00,2024-08-13 00:00:00,Closed,526.69
1169,79,2024-08-12 00:00:00,2024-08-28 00:00:00,2024-08-28 00:00:00,Closed,850.75
1170,162,2024-09-03 00:00:00,2024-09-08 00:00:00,2024-09-08 00:00:00,Closed,803.52
1171,56,2025-03-16 00:00:00,2025-03-22 00:00:00,2025-03-22 00:00:00,Closed,4204.05
1172,128,2025-04-07 00:00:00,2025-04-17 00:00:00,2025-04-17 00:00:00,Closed,1819.48
1173,80,2024-12-16 00:00:00,2024-12-21 00:00:00,2024-12-21 00:00:00,Closed,485.87
1174,51,2024-12-27 00:00:00,2024-12-29 00:00:00,2024-12-29 00:00:00,Closed,1832.96
1175,141,2024-07-23 00:00:00,2024-07-25 00:00:00,2024-07-25 00:00:00,Closed,1713.02
1176,135,2024-08-19 00:00:00,2024-08-24 00:00:00,2024-08-24 00:00:00,Closed,117.44
1177,38,2024-08-11 00:00:00,2024-08-14 00:00:00,2024-08-14 00:00:00,Closed,2984.96
1178,123,2025-05-25 00:00:00,2025-05-26 00:00:00,2025-05-26 00:00:00,Closed,2697.45
1179,200,2024-08-30 00:00:00,2024-09-01 00:00:00,2024-09-01 00:00:00,Closed,1483.45
1180,121,2025-05-01 00:00:00,2025-05-05 00:00:00,2025-05-05 00:00:00,Closed,1781.22
1181,68,2024-10-10 00:00:00,2024-10-19 00:00:00,2024-10-19 00:00:00,Closed,1512.48
1182,47,2025-05-17 00:00:00,2025-05-20 00:00:00,2025-05-20 00:00:00,Closed,4768.95
1183,42,2025-04-25 00:00:00,2025-04-28 00:00:00,2025-04-28 00:00:00,Closed,3001.9
1184,30,2025-06-29 00:00:00,2025-07-04 00:00:00,2025-07-04 00:00:00,Closed,1493.92
1185,165,2025-02-05 00:00:00,2025-02-10 00:00:00,2025-02-10 00:00:00,Closed,2507.97
1186,16,2025-03-07 00:00:00,2025-03-18 00:00:00,2025-03-18 00:00:00,Closed,1459.1
1187,104,2024-08-26 00:00:00,2024-08-31 00:00:00,2024-08-31 00:00:00,Closed,1443.26
1188,104,2024-09-17 00:00:00,2024-09-20 00:00:00,2024-09-20 00:00:00,Closed,2058.66
1189,196,2024-08-26 00:00:00,2024-08-31 00:00:00,2024-08-31 00:00:00,Closed,883.2
1190,28,2024-10-10 00:00:00,2024-10-16 00:00:00,2024-10-16 00:00:00,Closed,959.79
1191,200,2024-11-02 00:00:00,2024-11-03 00:00:00,2024-11-07 00:00:00,Late,593.38
1192,29,2024-09-19 00:00:00,2024-09-22 00:00:00,2024-09-22 00:00:00,Closed,1843.08
1193,18,2025-03-16 00:00:00,2025-03-19 00:00:00,2025-03-19 00:00:00,Closed,662.54
1194,128,2025-04-12 00:00:00,2025-04-14 00:00:00,2025-04-14 00:00:00,Closed,274.92
1195,70,2025-05-20 00:00:00,2025-05-25 00:00:00,2025-05-25 00:00:00,Closed,152.58
1196,110,2024-07-14 00:00:00,2024-07-18 00:00:00,2024-07-20 00:00:00,Late,2979.96
1197,63,2024-10-24 00:00:00,2024-10-25 00:00:00,2024-10-25 00:00:00,Closed,4844.5
1198,144,2025-04-09 00:00:00,2025-04-14 00:00:00,2025-04-14 00:00:00,Closed,818.46
1199,66,2024-11-02 00:00:00,2024-11-06 00:00:00,2024-11-06 00:00:00,Closed,3462.2
1200,190,2024-09-15 00:00:00,2024-09-18 00:00:00,2024-09-18 00:00:00,Closed,1884.48
1201,55,2024-12-09 00:00:00,2024-12-17 00:00:00,2024-12-17 00:00:00,Closed,1900.65
1202,102,2025-03-01 00:00:00,2025-03-05 00:00:00,2025-03-05 00:00:00,Closed,4638.9
1203,171,2024-08-29 00:00:00,2024-09-05 00:00:00,2024-09-05 00:00:00,Closed,551.04
1204,82,2024-12-29 00:00:00,2024-12-30 00:00:00,2024-12-30 00:00:00,Closed,777.86
1205,130,2024-07-24 00:00:00,2024-07-28 00:00:00,2024-07-28 00:00:00,Closed,479.71
1206,45,2024-07-08 00:00:00,2024-07-11 00:00:00,2024-07-11 00:00:00,Closed,1535.36
1207,145,2024-12-23 00:00:00,2024-12-26 00:00:00,2024-12-26 00:00:00,Closed,2639.76
1208,192,2024-07-29 00:00:00,2024-08-01 00:00:00,2024-08-01 00:00:00,Closed,1194.5
1209,70,2024-12-15 00:00:00,2024-12-28 00:00:00,2024-12-28 00:00:00,Closed,3665.76
1210,127,2025-06-12 00:00:00,2025-06-16 00:00:00,2025-06-16 00:00:00,Closed,946.3
1211,59,2024-10-25 00:00:00,2024-10-28 00:00:00,2024-10-28 00:00:00,Closed,2965.68
1212,182,2024-10-01 00:00:00,2024-10-04 00:00:00,2024-10-04 00:00:00,Closed,4032.8
1213,192,2025-02-20 00:00:00,2025-02-26 00:00:00,2025-02-26 00:00:00,Closed,1342.6
1214,95,2025-03-27 00:00:00,2025-03-31 00:00:00,2025-03-31 00:00:00,Closed,948.65
1215,112,2025-06-15 00:00:00,2025-06-20 00:00:00,2025-06-20 00:00:00,Closed,1909.47
1216,127,2025-05-09 00:00:00,2025-05-14 00:00:00,2025-05-14 00:00:00,Closed,2154.32
1217,116,2024-07-01 00:00:00,2024-07-02 00:00:00,2024-07-02 00:00:00,Closed,2049.75
1218,181,2025-01-31 00:00:00,2025-02-04 00:00:00,2025-02-04 00:00:00,Closed,1709.36
1219,166,2024-10-03 00:00:00,2024-10-05 00:00:00,2024-10-05 00:00:00,Closed,1351.15
1220,56,2024-12-13 00:00:00,2024-12-18 00:00:00,2024-12-18 00:00:00,Closed,2999.34
1221,106,2024-11-12 00:00:00,2024-11-18 00:00:00,2024-11-18 00:00:00,Closed,2782.29
1222,113,2024-12-04 00:00:00,2024-12-11 00:00:00,2024-12-11 00:00:00,Closed,842.22
1223,51,2025-03-01 00:00:00,2025-03-03 00:00:00,2025-03-03 00:00:00,Closed,916.48
1224,197,2025-01-30 00:00:00,2025-02-02 00:00:00,2025-02-02 00:00:00,Closed,2527.5
1225,106,2025-01-24 00:00:00,2025-01-28 00:00:00,2025-01-28 00:00:00,Closed,357.58
1226,108,2025-05-10 00:00:00,2025-05-15 00:00:00,2025-05-15 00:00:00,Closed,939.51
1227,38,2024-11-07 00:00:00,2024-11-10 00:00:00,2024-11-10 00:00:00,Closed,1972.29
1228,22,2024-12-18 00:00:00,2024-12-21 00:00:00,2024-12-21 00:00:00,Closed,859.97
1229,40,2025-03-05 00:00:00,2025-03-08 00:00:00,2025-03-08 00:00:00,Closed,722.09
1230,162,2025-05-30 00:00:00,2025-06-02 00:00:00,2025-06-02 00:00:00,Closed,3886.85
1231,54,2024-12-05 00:00:00,2024-12-11 00:00:00,2024-12-11 00:00:00,Closed,896.55
1232,71,2024-08-23 00:00:00,2024-08-28 00:00:00,2024-08-28 00:00:00,Closed,3745.84
1233,15,2025-02-25 00:00:00,2025-03-02 00:00:00,2025-03-02 00:00:00,Closed,902.3
1234,52,2024-08-09 00:00:00,2024-08-13 00:00:00,2024-08-13 00:00:00,Closed,777.53
1235,172,2024-09-12 00:00:00,2024-09-13 00:00:00,2024-09-13 00:00:00,Closed,550.42
1236,14,2025-01-29 00:00:00,2025-02-01 00:00:00,2025-02-01 00:00:00,Closed,910.88
1237,95,2024-12-27 00:00:00,2025-01-02 00:00:00,2025-01-03 00:00:00,Late,588.18
1238,30,2024-09-16 00:00:00,2024-09-19 00:00:00,2024-09-19 00:00:00,Closed,2987.84
1239,69,2024-12-25 00:00:00,2024-12-28 00:00:00,2024-12-28 00:00:00,Closed,2618.88
1240,114,2025-01-09 00:00:00,2025-01-14 00:00:00,2025-01-14 00:00:00,Closed,3794.4
1241,19,2025-03-24 00:00:00,2025-03-28 00:00:00,2025-03-28 00:00:00,Closed,343.2
1242,189,2024-08-17 00:00:00,2024-08-23 00:00:00,2024-08-23 00:00:00,Closed,2389
1243,20,2024-09-15 00:00:00,2024-09-17 00:00:00,2024-09-20 00:00:00,Late,676.95
1244,21,2025-01-22 00:00:00,2025-01-29 00:00:00,2025-01-29 00:00:00,Closed,664.94
1245,56,2024-12-03 00:00:00,2024-12-11 00:00:00,2024-12-11 00:00:00,Closed,4998.9
1246,172,2025-05-04 00:00:00,2025-05-10 00:00:00,2025-05-10 00:00:00,Closed,1229.3
1247,2,2025-02-22 00:00:00,2025-02-26 00:00:00,2025-02-26 00:00:00,Closed,3859.72
1248,162,2025-06-23 00:00:00,2025-06-27 00:00:00,2025-06-27 00:00:00,Closed,2071.92
1249,128,2025-04-05 00:00:00,2025-04-08 00:00:00,2025-04-08 00:00:00,Closed,3673.3
1250,127,2025-06-21 00:00:00,2025-06-25 00:00:00,2025-06-25 00:00:00,Closed,1077.16
1251,154,2025-04-12 00:00:00,2025-04-18 00:00:00,2025-04-18 00:00:00,Closed,288.81
1252,103,2025-04-14 00:00:00,2025-04-16 00:00:00,2025-04-18 00:00:00,Late,683.2
1253,38,2025-02-08 00:00:00,2025-02-11 00:00:00,2025-02-11 00:00:00,Closed,2984.96
1254,97,2024-07-29 00:00:00,2024-08-04 00:00:00,2024-08-04 00:00:00,Closed,1986.22
1255,29,2024-07-09 00:00:00,2024-07-13 00:00:00,2024-07-13 00:00:00,Closed,297.79
1256,101,2024-12-28 00:00:00,2025-01-04 00:00:00,2025-01-04 00:00:00,Closed,1438.56
1257,42,2024-07-21 00:00:00,2024-07-26 00:00:00,2024-07-26 00:00:00,Closed,492.78
1258,186,2024-12-24 00:00:00,2024-12-29 00:00:00,2024-12-29 00:00:00,Closed,258.64
1259,183,2024-08-09 00:00:00,2024-08-18 00:00:00,2024-08-18 00:00:00,Closed,3058.6
1260,122,2024-09-22 00:00:00,2024-09-24 00:00:00,2024-09-24 00:00:00,Closed,1708.44
1261,171,2024-09-23 00:00:00,2024-09-24 00:00:00,2024-09-24 00:00:00,Closed,551.04
1262,136,2024-11-13 00:00:00,2024-11-17 00:00:00,2024-11-17 00:00:00,Closed,269.96
1263,85,2024-11-01 00:00:00,2024-11-06 00:00:00,2024-11-06 00:00:00,Closed,1679.5
1264,160,2025-06-08 00:00:00,2025-06-17 00:00:00,2025-06-17 00:00:00,Closed,495.48
1265,167,2024-10-23 00:00:00,2024-10-30 00:00:00,2024-10-30 00:00:00,Closed,203.65
1266,192,2024-12-05 00:00:00,2024-12-12 00:00:00,2024-12-12 00:00:00,Closed,3749.84
1267,104,2024-08-25 00:00:00,2024-08-28 00:00:00,2024-08-28 00:00:00,Closed,3608.15
1268,123,2025-04-11 00:00:00,2025-04-14 00:00:00,2025-04-14 00:00:00,Closed,235.04
1269,44,2024-08-24 00:00:00,2024-08-28 00:00:00,2024-08-28 00:00:00,Closed,2290
1270,181,2025-03-21 00:00:00,2025-03-25 00:00:00,2025-03-25 00:00:00,Closed,639.67
1271,176,2025-03-18 00:00:00,2025-03-27 00:00:00,2025-03-27 00:00:00,Closed,137.24
1272,15,2025-01-11 00:00:00,2025-01-19 00:00:00,2025-01-19 00:00:00,Closed,2492.8
1273,47,2024-12-16 00:00:00,2024-12-21 00:00:00,2024-12-21 00:00:00,Closed,1242.54
1274,180,2024-11-17 00:00:00,2024-11-21 00:00:00,2024-11-21 00:00:00,Closed,450.27
1275,174,2025-01-26 00:00:00,2025-01-31 00:00:00,2025-01-31 00:00:00,Closed,1633.4
1276,92,2025-06-16 00:00:00,2025-06-19 00:00:00,2025-06-19 00:00:00,Closed,4305.35
1277,35,2025-01-28 00:00:00,2025-02-03 00:00:00,2025-02-03 00:00:00,Closed,2686.55
1278,106,2024-12-08 00:00:00,2024-12-11 00:00:00,2024-12-11 00:00:00,Closed,1625.52
1279,118,2024-09-14 00:00:00,2024-09-19 00:00:00,2024-09-19 00:00:00,Closed,829.98
1280,72,2025-02-01 00:00:00,2025-02-07 00:00:00,2025-02-07 00:00:00,Closed,1740.2
1281,119,2025-03-30 00:00:00,2025-03-31 00:00:00,2025-03-31 00:00:00,Closed,4584.9
1282,45,2025-04-20 00:00:00,2025-04-26 00:00:00,2025-04-26 00:00:00,Closed,383.84
1283,27,2024-10-21 00:00:00,2024-10-24 00:00:00,2024-11-01 00:00:00,Late,2356.08
1284,144,2025-05-26 00:00:00,2025-05-30 00:00:00,2025-05-30 00:00:00,Closed,545.64
1285,119,2025-02-10 00:00:00,2025-02-16 00:00:00,2025-02-26 00:00:00,Late,777.48
1286,118,2024-09-28 00:00:00,2024-10-06 00:00:00,2024-10-06 00:00:00,Closed,829.98
1287,33,2024-08-29 00:00:00,2024-09-04 00:00:00,2024-09-04 00:00:00,Closed,1552.5
1288,174,2024-10-20 00:00:00,2024-10-23 00:00:00,2024-10-23 00:00:00,Closed,1241.31
1289,143,2025-06-17 00:00:00,2025-06-19 00:00:00,2025-06-19 00:00:00,Closed,114.73
1290,193,2024-10-27 00:00:00,2024-10-30 00:00:00,2024-10-30 00:00:00,Closed,1148.13
1291,1,2024-07-23 00:00:00,2024-07-30 00:00:00,2024-07-30 00:00:00,Closed,3089.2
1292,59,2024-12-04 00:00:00,2024-12-08 00:00:00,2024-12-08 00:00:00,Closed,153.85
1293,78,2024-09-26 00:00:00,2024-10-01 00:00:00,2024-10-01 00:00:00,Closed,751.03
1294,175,2025-04-21 00:00:00,2025-04-25 00:00:00,2025-04-25 00:00:00,Closed,1629.2
1295,88,2024-10-18 00:00:00,2024-10-21 00:00:00,2024-10-21 00:00:00,Closed,736.24
1296,14,2024-07-03 00:00:00,2024-07-08 00:00:00,2024-07-08 00:00:00,Closed,1821.76
1297,24,2025-05-22 00:00:00,2025-05-26 00:00:00,2025-05-26 00:00:00,Closed,1414.68
1298,95,2024-09-30 00:00:00,2024-10-06 00:00:00,2024-10-06 00:00:00,Closed,960.14
1299,111,2024-09-30 00:00:00,2024-10-05 00:00:00,2024-10-05 00:00:00,Closed,2004.15
1300,190,2025-04-08 00:00:00,2025-04-12 00:00:00,2025-04-12 00:00:00,Closed,2212.17
1301,20,2024-11-29 00:00:00,2024-12-02 00:00:00,2024-12-05 00:00:00,Late,1128.25
1302,19,2024-08-07 00:00:00,2024-08-13 00:00:00,2024-08-13 00:00:00,Closed,1848.4
1303,121,2025-04-26 00:00:00,2025-04-29 00:00:00,2025-04-29 00:00:00,Closed,1781.22
1304,130,2025-03-14 00:00:00,2025-03-17 00:00:00,2025-03-17 00:00:00,Closed,2762.4
1305,161,2024-10-28 00:00:00,2024-11-02 00:00:00,2024-11-02 00:00:00,Closed,3769.8
1306,15,2024-10-20 00:00:00,2024-10-23 00:00:00,2024-10-23 00:00:00,Closed,1232.14
1307,191,2024-08-13 00:00:00,2024-08-19 00:00:00,2024-08-19 00:00:00,Closed,415.2
1308,56,2024-10-31 00:00:00,2024-11-05 00:00:00,2024-11-05 00:00:00,Closed,2271.32
1309,25,2024-12-08 00:00:00,2024-12-09 00:00:00,2024-12-18 00:00:00,Late,2674.23
1310,86,2025-02-10 00:00:00,2025-02-16 00:00:00,2025-02-16 00:00:00,Closed,3914.28
1311,189,2024-08-23 00:00:00,2024-08-28 00:00:00,2024-08-28 00:00:00,Closed,1868.28
1312,192,2024-07-12 00:00:00,2024-07-18 00:00:00,2024-07-18 00:00:00,Closed,1874.92
1313,79,2025-03-05 00:00:00,2025-03-20 00:00:00,2025-03-20 00:00:00,Closed,1817.67
1314,188,2024-10-24 00:00:00,2024-10-31 00:00:00,2024-10-31 00:00:00,Closed,833.12
1315,28,2025-03-02 00:00:00,2025-03-07 00:00:00,2025-03-07 00:00:00,Closed,1279.72
1316,29,2025-05-02 00:00:00,2025-05-07 00:00:00,2025-05-07 00:00:00,Closed,1843.08
1317,17,2024-08-18 00:00:00,2024-08-29 00:00:00,2024-08-29 00:00:00,Closed,442.86
1318,108,2025-01-11 00:00:00,2025-01-17 00:00:00,2025-01-17 00:00:00,Closed,853.12
1319,62,2025-03-03 00:00:00,2025-03-06 00:00:00,2025-03-06 00:00:00,Closed,2652.24
1320,53,2025-06-26 00:00:00,2025-06-27 00:00:00,2025-06-27 00:00:00,Closed,1736.4
1321,154,2024-10-09 00:00:00,2024-10-14 00:00:00,2024-10-14 00:00:00,Closed,1097.46
1322,147,2025-06-03 00:00:00,2025-06-07 00:00:00,2025-06-07 00:00:00,Closed,571.3
1323,199,2025-03-01 00:00:00,2025-03-07 00:00:00,2025-03-07 00:00:00,Closed,2627.48
1324,119,2025-05-26 00:00:00,2025-05-31 00:00:00,2025-05-31 00:00:00,Closed,4584.9
1325,148,2024-07-05 00:00:00,2024-07-10 00:00:00,2024-07-10 00:00:00,Closed,1560.81
1326,160,2025-02-25 00:00:00,2025-03-03 00:00:00,2025-03-03 00:00:00,Closed,947.7
1327,144,2024-09-13 00:00:00,2024-09-17 00:00:00,2024-09-17 00:00:00,Closed,2790.09
1328,136,2024-12-17 00:00:00,2024-12-20 00:00:00,2024-12-20 00:00:00,Closed,801.38
1329,195,2024-10-04 00:00:00,2024-10-08 00:00:00,2024-10-14 00:00:00,Late,2474.37
1330,15,2024-08-15 00:00:00,2024-08-21 00:00:00,2024-08-21 00:00:00,Closed,2606.07
1331,114,2025-06-10 00:00:00,2025-06-15 00:00:00,2025-06-15 00:00:00,Closed,4743
1332,111,2024-07-07 00:00:00,2024-07-11 00:00:00,2024-07-11 00:00:00,Closed,1030.84
1333,63,2025-05-26 00:00:00,2025-05-31 00:00:00,2025-05-31 00:00:00,Closed,4034.7
1334,86,2025-01-27 00:00:00,2025-01-29 00:00:00,2025-01-29 00:00:00,Closed,1266.46
1335,80,2024-08-11 00:00:00,2024-08-12 00:00:00,2024-08-12 00:00:00,Closed,2771.6
1336,193,2025-01-19 00:00:00,2025-01-26 00:00:00,2025-01-26 00:00:00,Closed,4273.45
1337,95,2025-02-23 00:00:00,2025-02-26 00:00:00,2025-02-26 00:00:00,Closed,2784.33
1338,177,2024-07-22 00:00:00,2024-07-28 00:00:00,2024-07-28 00:00:00,Closed,868.87
1339,141,2024-11-01 00:00:00,2024-11-05 00:00:00,2024-11-05 00:00:00,Closed,1745.65
1340,42,2024-09-27 00:00:00,2024-10-03 00:00:00,2024-10-03 00:00:00,Closed,1990
1341,11,2025-06-26 00:00:00,2025-06-29 00:00:00,2025-06-29 00:00:00,Closed,1541.92
1342,74,2024-09-17 00:00:00,2024-09-20 00:00:00,2024-09-20 00:00:00,Closed,1143.4
1343,29,2025-06-24 00:00:00,2025-06-25 00:00:00,2025-07-03 00:00:00,Late,1263.57
1344,79,2025-06-15 00:00:00,2025-06-23 00:00:00,2025-06-23 00:00:00,Closed,2423.56
1345,74,2024-09-03 00:00:00,2024-09-05 00:00:00,2024-09-05 00:00:00,Closed,836.08
1346,20,2025-04-27 00:00:00,2025-05-04 00:00:00,2025-05-07 00:00:00,Late,781.28
1347,20,2024-09-15 00:00:00,2024-09-20 00:00:00,2024-09-20 00:00:00,Closed,2914.65
1348,105,2025-06-26 00:00:00,2025-06-27 00:00:00,2025-06-27 00:00:00,Closed,2024.31
1349,49,2024-12-24 00:00:00,2024-12-28 00:00:00,2024-12-28 00:00:00,Closed,879.91
1350,170,2025-01-24 00:00:00,2025-01-31 00:00:00,2025-01-31 00:00:00,Closed,2627.12
1351,162,2025-03-17 00:00:00,2025-03-18 00:00:00,2025-03-18 00:00:00,Closed,2332.11
1352,193,2024-08-05 00:00:00,2024-08-09 00:00:00,2024-08-09 00:00:00,Closed,1709.38
1353,179,2024-07-07 00:00:00,2024-07-10 00:00:00,2024-07-10 00:00:00,Closed,790.2
1354,38,2025-05-08 00:00:00,2025-05-13 00:00:00,2025-05-13 00:00:00,Closed,2984.96
1355,14,2024-07-21 00:00:00,2024-07-25 00:00:00,2024-07-25 00:00:00,Closed,1366.32
1356,179,2025-05-24 00:00:00,2025-05-26 00:00:00,2025-05-26 00:00:00,Closed,1053.6
1357,12,2025-04-24 00:00:00,2025-04-29 00:00:00,2025-04-29 00:00:00,Closed,774.25
1358,74,2024-12-25 00:00:00,2025-01-02 00:00:00,2025-01-02 00:00:00,Closed,994.9
1359,33,2024-10-16 00:00:00,2024-10-22 00:00:00,2024-10-22 00:00:00,Closed,621
1360,36,2024-11-17 00:00:00,2024-11-21 00:00:00,2024-11-21 00:00:00,Closed,3663.44
1361,95,2024-10-30 00:00:00,2024-11-04 00:00:00,2024-11-04 00:00:00,Closed,2731.6
1362,159,2025-04-17 00:00:00,2025-04-27 00:00:00,2025-04-27 00:00:00,Closed,2215.05
1363,82,2024-08-04 00:00:00,2024-08-08 00:00:00,2024-08-08 00:00:00,Closed,1659.9
1364,72,2024-09-06 00:00:00,2024-09-11 00:00:00,2024-09-11 00:00:00,Closed,1296.87
1365,95,2025-01-21 00:00:00,2025-01-24 00:00:00,2025-02-02 00:00:00,Late,3414.5
1366,56,2025-02-14 00:00:00,2025-02-20 00:00:00,2025-02-20 00:00:00,Closed,838.38
1367,67,2024-11-29 00:00:00,2024-12-10 00:00:00,2024-12-10 00:00:00,Closed,986.07
1368,29,2025-03-12 00:00:00,2025-03-18 00:00:00,2025-03-18 00:00:00,Closed,2591.2
1369,105,2025-02-02 00:00:00,2025-02-07 00:00:00,2025-02-07 00:00:00,Closed,1612.92
1370,147,2024-12-28 00:00:00,2025-01-03 00:00:00,2025-01-04 00:00:00,Late,554.62
1371,127,2025-03-23 00:00:00,2025-03-26 00:00:00,2025-03-26 00:00:00,Closed,1892.6
1372,74,2025-04-13 00:00:00,2025-04-20 00:00:00,2025-04-20 00:00:00,Closed,2487.25
1373,106,2024-12-12 00:00:00,2024-12-15 00:00:00,2024-12-15 00:00:00,Closed,1053.3
1374,14,2024-09-15 00:00:00,2024-09-21 00:00:00,2024-09-21 00:00:00,Closed,1821.76
1375,32,2024-07-02 00:00:00,2024-07-06 00:00:00,2024-07-06 00:00:00,Closed,3822.2
1376,152,2024-08-08 00:00:00,2024-08-10 00:00:00,2024-08-10 00:00:00,Closed,2288.82
1377,29,2025-03-03 00:00:00,2025-03-04 00:00:00,2025-03-04 00:00:00,Closed,1382.31
1378,187,2025-06-24 00:00:00,2025-07-04 00:00:00,2025-07-04 00:00:00,Closed,1629.82
1379,39,2025-01-13 00:00:00,2025-01-19 00:00:00,2025-01-19 00:00:00,Closed,1321.26
1380,122,2024-11-25 00:00:00,2024-11-28 00:00:00,2024-11-28 00:00:00,Closed,310.89
1381,154,2024-07-08 00:00:00,2024-07-12 00:00:00,2024-07-12 00:00:00,Closed,731.64
1382,188,2025-02-24 00:00:00,2025-02-28 00:00:00,2025-02-28 00:00:00,Closed,833.12
1383,144,2024-12-02 00:00:00,2024-12-06 00:00:00,2024-12-06 00:00:00,Closed,272.82
1384,57,2024-10-04 00:00:00,2024-10-22 00:00:00,2024-10-22 00:00:00,Closed,540.15
1385,45,2024-10-19 00:00:00,2024-10-23 00:00:00,2024-10-23 00:00:00,Closed,672.33
1386,56,2025-02-14 00:00:00,2025-02-19 00:00:00,2025-02-19 00:00:00,Closed,1117.84
1387,122,2024-11-23 00:00:00,2024-11-27 00:00:00,2024-11-27 00:00:00,Closed,1778.4
1388,190,2024-08-25 00:00:00,2024-08-26 00:00:00,2024-08-26 00:00:00,Closed,1971.36
1389,105,2025-06-29 00:00:00,2025-07-02 00:00:00,2025-07-02 00:00:00,Closed,3843.92
1390,123,2025-02-15 00:00:00,2025-02-21 00:00:00,2025-02-28 00:00:00,Late,2438.46
1391,140,2024-12-04 00:00:00,2024-12-11 00:00:00,2024-12-11 00:00:00,Closed,1350.69
1392,10,2025-01-17 00:00:00,2025-01-23 00:00:00,2025-01-23 00:00:00,Closed,599.7
1393,17,2025-01-14 00:00:00,2025-01-15 00:00:00,2025-01-15 00:00:00,Closed,4750.95
1394,185,2024-08-06 00:00:00,2024-08-10 00:00:00,2024-08-10 00:00:00,Closed,4164.4
1395,130,2025-03-20 00:00:00,2025-03-26 00:00:00,2025-03-26 00:00:00,Closed,959.42
1396,29,2024-07-09 00:00:00,2024-07-16 00:00:00,2024-07-23 00:00:00,Late,4522.75
1397,30,2025-05-07 00:00:00,2025-05-15 00:00:00,2025-05-15 00:00:00,Closed,378.97
1398,146,2025-03-29 00:00:00,2025-03-31 00:00:00,2025-03-31 00:00:00,Closed,216.04
1399,148,2025-01-30 00:00:00,2025-02-05 00:00:00,2025-02-05 00:00:00,Closed,1210.45
1400,73,2024-12-18 00:00:00,2024-12-21 00:00:00,2024-12-21 00:00:00,Closed,1171.83
1401,102,2024-08-25 00:00:00,2024-08-28 00:00:00,2024-08-28 00:00:00,Closed,4638.9
1402,55,2024-11-12 00:00:00,2024-11-16 00:00:00,2024-11-16 00:00:00,Closed,2393.58
1403,113,2024-08-05 00:00:00,2024-08-09 00:00:00,2024-08-09 00:00:00,Closed,1774.62
1404,64,2024-11-21 00:00:00,2024-11-27 00:00:00,2024-11-27 00:00:00,Closed,1790.6
1405,38,2025-06-08 00:00:00,2025-06-13 00:00:00,2025-06-13 00:00:00,Closed,3731.2
1406,171,2025-03-06 00:00:00,2025-03-15 00:00:00,2025-03-15 00:00:00,Closed,2416.64
1407,7,2024-10-09 00:00:00,2024-10-12 00:00:00,2024-10-12 00:00:00,Closed,1897.15
1408,106,2024-09-24 00:00:00,2024-09-27 00:00:00,2024-09-27 00:00:00,Closed,357.58
