ticket_id,order_id,product_id,created_date,resolved_date,issue_type,resolution_time_hrs,escalated,satisfaction_rating,support_loss
2306,44040,769,2025-05-26 00:00:00,2025-05-26 23:38:01,Damage,23.63352621,FALSE,3,0
2307,44090,30,2024-12-10 00:00:00,2024-12-10 12:59:11,Refund,12.98640406,FALSE,5,0
2308,44102,89,2024-10-24 00:00:00,2024-10-25 07:57:44,Delay,31.9623012,FALSE,3,0
2309,44106,124,2025-05-09 00:00:00,2025-05-09 07:58:19,TechIssue,7.972066128,FALSE,5,0
2310,44140,727,2024-08-22 00:00:00,2024-08-22 14:36:12,TechIssue,14.60331196,FALSE,5,0
2311,44146,46,2024-07-02 00:00:00,2024-07-02 11:28:57,Refund,11.48242057,FALSE,4,0
2312,44230,94,2025-01-26 00:00:00,2025-01-26 17:23:03,Damage,17.38413832,FALSE,3,0
2313,44235,72,2025-03-27 00:00:00,2025-03-27 11:23:36,Damage,11.39320456,FALSE,3,0
2314,44243,250,2024-07-13 00:00:00,2024-07-14 15:17:49,TechIssue,39.2968076,FALSE,1,0
2315,44269,560,2024-09-17 00:00:00,2024-09-17 02:06:37,Delay,2.110246389,FALSE,1,0
2316,44327,371,2024-12-26 00:00:00,2024-12-26 19:16:26,Refund,19.27388505,FALSE,3,0
2317,44338,19,2025-03-19 00:00:00,2025-03-19 21:18:24,TechIssue,21.30661225,FALSE,4,0
2318,44360,679,2025-06-10 00:00:00,2025-06-10 23:05:37,Delay,23.09365625,FALSE,5,0
2319,44366,153,2024-08-13 00:00:00,2024-08-13 10:35:52,Refund,10.5977487,FALSE,4,0
2320,44384,231,2024-07-18 00:00:00,2024-07-18 19:40:38,Delay,19.67730046,FALSE,1,0
2321,44400,5,2025-05-16 00:00:00,2025-05-16 19:13:24,Delay,19.22339009,FALSE,4,0
2322,44406,340,2025-02-14 00:00:00,2025-02-14 19:35:28,Damage,19.59111847,FALSE,1,0
2323,44411,323,2025-05-05 00:00:00,2025-05-05 23:45:43,Damage,23.76204501,FALSE,2,0
2324,44446,386,2024-10-28 00:00:00,2024-10-28 13:09:18,Delay,13.15503302,FALSE,3,0
2325,44450,738,2025-04-27 00:00:00,2025-04-27 06:27:39,Delay,6.460912981,FALSE,2,0
2326,44452,449,2025-04-02 00:00:00,2025-04-02 23:16:30,TechIssue,23.27488372,FALSE,3,0
2327,44465,48,2024-12-31 00:00:00,2024-12-31 03:09:57,TechIssue,3.165807368,FALSE,2,0
2328,44523,599,2025-05-28 00:00:00,2025-05-28 22:15:37,Damage,22.26039413,FALSE,5,0
2329,44617,223,2025-01-07 00:00:00,2025-01-07 08:59:38,Delay,8.993868785,FALSE,2,0
2330,44618,763,2024-08-18 00:00:00,2024-08-18 09:47:39,Delay,9.794096781,FALSE,2,0
2331,44625,385,2025-03-31 00:00:00,2025-03-31 06:05:47,Damage,6.096420097,TRUE,2,3909.767175
2332,44626,920,2025-02-25 00:00:00,2025-02-27 02:04:58,Refund,50.08291001,FALSE,3,0
2333,44639,505,2024-12-20 00:00:00,2024-12-20 03:40:02,Refund,3.66714313,FALSE,4,0
2334,44650,185,2025-04-18 00:00:00,2025-04-18 02:32:05,Damage,2.53461464,FALSE,1,0
2335,44652,626,2024-12-19 00:00:00,2024-12-19 16:06:47,TechIssue,16.11316187,FALSE,1,0
2336,44658,71,2025-01-18 00:00:00,2025-01-18 14:04:46,Delay,14.07938977,FALSE,4,0
2337,44663,79,2025-06-02 00:00:00,2025-06-02 02:12:53,Delay,2.214812011,TRUE,5,2962.622806
2338,44671,65,2025-03-18 00:00:00,2025-03-18 15:29:05,Damage,15.48460411,FALSE,3,0
2339,44751,239,2025-01-21 00:00:00,2025-01-21 02:13:16,Refund,2.221239087,FALSE,3,0
2340,44766,1000,2025-01-21 00:00:00,2025-01-21 16:30:06,Refund,16.5016103,FALSE,3,0
2341,44803,392,2025-05-04 00:00:00,2025-05-04 05:37:45,Delay,5.629140091,FALSE,5,0
2342,44833,961,2025-05-09 00:00:00,2025-05-11 18:27:20,TechIssue,66.45551964,FALSE,3,0
2343,44881,853,2024-12-30 00:00:00,2024-12-30 12:39:42,Damage,12.661549,FALSE,4,0
2344,44896,698,2025-06-01 00:00:00,2025-06-01 02:49:50,Delay,2.83057112,FALSE,5,0
2345,44923,63,2024-10-25 00:00:00,2024-10-25 08:35:45,Delay,8.595845041,FALSE,5,0
2346,44936,123,2024-11-09 00:00:00,2024-11-09 06:41:15,TechIssue,6.68754686,FALSE,2,0
2347,44938,859,2024-09-25 00:00:00,2024-09-25 21:14:08,Delay,21.23564596,FALSE,1,0
2348,44988,436,2024-08-23 00:00:00,2024-08-23 08:36:03,Refund,8.600915829,FALSE,4,0
2349,45013,430,2025-05-13 00:00:00,2025-05-13 20:41:18,TechIssue,20.68846943,FALSE,3,0
2350,45046,532,2024-12-19 00:00:00,2024-12-19 08:15:52,TechIssue,8.264419116,FALSE,4,0
2351,45057,18,2024-07-09 00:00:00,2024-07-09 17:49:08,Delay,17.81885067,FALSE,5,0
2352,45058,256,2025-01-10 00:00:00,2025-01-10 19:45:57,Refund,19.76581126,FALSE,5,0
2353,45065,353,2024-07-14 00:00:00,2024-07-14 07:03:53,TechIssue,7.064690553,FALSE,4,0
2354,45068,303,2025-02-07 00:00:00,2025-02-07 03:19:56,TechIssue,3.332126282,FALSE,1,0
2355,45085,160,2025-03-03 00:00:00,2025-03-03 16:27:01,Delay,16.45038922,FALSE,1,0
2356,45106,503,2025-03-08 00:00:00,2025-03-08 14:59:16,Damage,14.98780693,FALSE,3,0
2357,45139,924,2024-10-27 00:00:00,2024-10-27 08:22:54,Delay,8.38174565,FALSE,2,0
2358,45143,705,2024-12-29 00:00:00,2024-12-29 02:49:23,Damage,2.823105215,FALSE,3,0
2359,45157,370,2025-05-30 00:00:00,2025-06-01 17:25:22,Refund,65.42267906,FALSE,3,0
2360,45159,47,2024-11-26 00:00:00,2024-11-26 07:01:58,Damage,7.032730291,FALSE,5,0
2361,45178,89,2024-07-17 00:00:00,2024-07-17 05:30:08,Refund,5.502176716,FALSE,3,0
2362,45256,412,2024-11-19 00:00:00,2024-11-19 04:40:28,TechIssue,4.674515428,FALSE,5,0
2363,45271,718,2024-07-12 00:00:00,2024-07-12 02:28:26,Refund,2.473836302,FALSE,3,0
2364,45319,350,2025-01-18 00:00:00,2025-01-18 13:52:27,Refund,13.87418327,FALSE,5,0
2365,45324,56,2024-12-02 00:00:00,2024-12-03 10:08:59,Damage,34.14985193,FALSE,2,0
2366,45325,743,2024-07-09 00:00:00,2024-07-09 15:00:48,Damage,15.01344467,FALSE,5,0
2367,45329,830,2025-05-29 00:00:00,2025-05-29 15:45:07,Delay,15.75198774,FALSE,1,0
2368,45334,60,2024-07-28 00:00:00,2024-07-28 23:47:26,Delay,23.79068657,TRUE,3,4317.393676
2369,45346,459,2024-12-16 00:00:00,2024-12-16 03:19:28,Refund,3.324443404,FALSE,5,0
2370,45347,13,2024-07-12 00:00:00,2024-07-12 05:21:27,Damage,5.357418525,FALSE,1,0
2371,45356,719,2025-02-26 00:00:00,2025-02-26 03:37:10,Delay,3.619374444,FALSE,1,0
2372,45379,495,2024-11-16 00:00:00,2024-11-16 02:53:26,TechIssue,2.890582398,FALSE,2,0
2373,45385,89,2025-06-02 00:00:00,2025-06-02 08:17:41,TechIssue,8.294785227,FALSE,4,0
2374,45397,770,2025-04-19 00:00:00,2025-04-19 09:31:34,Damage,9.525989441,FALSE,1,0
2375,45480,298,2025-01-16 00:00:00,2025-01-16 19:19:19,Refund,19.32183597,TRUE,5,1002.935431
2376,45490,812,2025-01-11 00:00:00,2025-01-11 18:42:37,Damage,18.7102242,FALSE,2,0
2377,45505,340,2025-05-22 00:00:00,2025-05-22 09:15:14,Delay,9.253929979,FALSE,3,0
2378,45516,796,2025-06-04 00:00:00,2025-06-05 01:28:48,Refund,25.47995429,FALSE,3,0
2379,45551,472,2025-06-24 00:00:00,2025-06-24 23:04:48,Delay,23.08002745,FALSE,3,0
2380,45628,522,2024-09-06 00:00:00,2024-09-06 14:21:22,TechIssue,14.35621698,FALSE,1,0
2381,45629,468,2024-07-10 00:00:00,2024-07-10 08:36:07,Delay,8.602046595,FALSE,5,0
2382,45643,210,2024-08-01 00:00:00,2024-08-01 17:48:26,Delay,17.80733973,FALSE,1,0
2383,45677,298,2025-06-11 00:00:00,2025-06-11 04:10:46,Refund,4.179382281,FALSE,5,0
2384,45682,617,2024-07-23 00:00:00,2024-07-23 21:19:28,Damage,21.32446495,FALSE,3,0
2385,45697,960,2025-03-09 00:00:00,2025-03-09 08:22:10,Refund,8.369444824,FALSE,3,0
2386,45742,584,2024-09-24 00:00:00,2024-09-26 11:25:01,TechIssue,59.41696248,FALSE,3,0
2387,45762,447,2024-10-16 00:00:00,2024-10-17 04:47:18,Damage,28.78822631,TRUE,2,4113.633988
2388,45803,567,2025-06-21 00:00:00,2025-06-21 18:28:35,Damage,18.4763406,FALSE,1,0
2389,45804,439,2025-02-10 00:00:00,2025-02-10 14:59:10,Damage,14.98611256,FALSE,3,0
2390,45822,81,2024-07-28 00:00:00,2024-07-28 21:06:00,Delay,21.10002341,FALSE,3,0
2391,45833,228,2025-02-02 00:00:00,2025-02-02 08:26:46,TechIssue,8.446193276,FALSE,5,0
2392,45851,841,2024-09-12 00:00:00,2024-09-12 09:16:41,TechIssue,9.278024408,FALSE,3,0
2393,45883,64,2024-09-22 00:00:00,2024-09-22 09:56:17,Delay,9.93804336,FALSE,1,0
2394,45901,148,2025-03-31 00:00:00,2025-03-31 05:18:16,TechIssue,5.304547555,FALSE,2,0
2395,45919,392,2024-07-13 00:00:00,2024-07-13 21:57:04,Refund,21.95113778,FALSE,3,0
2396,45949,512,2025-03-29 00:00:00,2025-03-29 11:37:27,Damage,11.62411942,FALSE,2,0
2397,45950,243,2025-06-27 00:00:00,2025-06-27 10:20:30,Refund,10.34163964,FALSE,5,0
2398,45959,739,2025-06-06 00:00:00,2025-06-12 19:00:45,Damage,163.0125788,FALSE,5,0
2399,45992,925,2024-09-13 00:00:00,2024-09-13 16:03:29,Damage,16.05791889,FALSE,1,0
2400,46027,368,2024-09-17 00:00:00,2024-09-17 12:42:02,Damage,12.70061327,FALSE,2,0
2401,46054,734,2025-06-14 00:00:00,2025-06-14 21:20:36,TechIssue,21.3432589,FALSE,1,0
2402,46057,779,2024-08-27 00:00:00,2024-08-27 04:03:31,Damage,4.05873178,FALSE,1,0
2403,46059,311,2024-07-15 00:00:00,2024-07-16 05:54:25,Delay,29.90681746,FALSE,1,0
2404,46090,655,2024-09-04 00:00:00,2024-09-04 23:43:42,Damage,23.7282616,FALSE,1,0
2405,46116,112,2024-09-25 00:00:00,2024-09-25 16:22:30,Delay,16.37511312,FALSE,3,0
2406,46133,953,2024-10-25 00:00:00,2024-10-25 05:32:59,Refund,5.549678491,FALSE,2,0
2407,46149,899,2025-06-23 00:00:00,2025-06-23 21:52:07,Refund,21.86852599,FALSE,2,0
2408,46221,774,2025-02-09 00:00:00,2025-02-09 09:30:51,Refund,9.514125683,TRUE,4,3810.784791
2409,46234,652,2024-08-25 00:00:00,2024-08-25 07:48:23,Delay,7.806377479,FALSE,4,0
2410,46285,248,2025-05-16 00:00:00,2025-05-16 09:44:40,Refund,9.744485484,FALSE,2,0
2411,46350,455,2025-01-18 00:00:00,2025-01-19 17:39:17,Delay,41.6546411,FALSE,2,0
2412,46355,644,2024-10-27 00:00:00,2024-10-27 14:04:20,TechIssue,14.07209648,FALSE,5,0
2413,46361,523,2024-09-14 00:00:00,2024-09-14 16:09:39,Refund,16.16078308,FALSE,4,0
2414,46364,994,2024-11-21 00:00:00,2024-11-21 22:58:12,Refund,22.97012776,FALSE,3,0
2415,46369,116,2025-02-26 00:00:00,2025-02-26 20:06:24,TechIssue,20.10655009,FALSE,5,0
2416,46370,255,2024-10-02 00:00:00,2024-10-02 01:15:54,Damage,1.265080633,FALSE,1,0
2417,46412,622,2024-08-07 00:00:00,2024-08-07 13:03:40,Damage,13.06118612,TRUE,2,2903.219029
2418,46436,332,2025-02-24 00:00:00,2025-02-24 23:22:28,Delay,23.37443893,FALSE,1,0
2419,46439,49,2025-03-07 00:00:00,2025-03-07 05:59:08,TechIssue,5.985588229,FALSE,4,0
2420,46456,607,2024-08-21 00:00:00,2024-08-21 05:09:34,Damage,5.159532334,FALSE,3,0
2421,46496,19,2025-04-13 00:00:00,2025-04-13 02:25:05,Delay,2.41797046,FALSE,3,0
2422,46505,951,2025-04-25 00:00:00,2025-04-25 19:50:50,Delay,19.84735639,FALSE,2,0
2423,46524,429,2025-05-16 00:00:00,2025-05-16 18:05:58,Delay,18.09938612,FALSE,1,0
2424,46530,101,2025-06-04 00:00:00,2025-06-04 02:13:16,Delay,2.22097748,FALSE,3,0
2425,46553,611,2025-03-12 00:00:00,2025-03-12 09:01:45,Refund,9.029245246,FALSE,4,0
2426,46565,789,2024-11-20 00:00:00,2024-11-20 03:24:20,TechIssue,3.405693278,FALSE,4,0
2427,46573,785,2024-07-23 00:00:00,2024-07-23 10:04:17,Refund,10.07131487,FALSE,5,0
2428,46581,168,2024-07-09 00:00:00,2024-07-09 07:31:08,Refund,7.518783838,FALSE,3,0
2429,46609,254,2025-05-08 00:00:00,2025-05-08 03:37:17,TechIssue,3.621494125,FALSE,1,0
2430,46611,217,2025-05-29 00:00:00,2025-05-29 09:43:45,Damage,9.72925164,FALSE,5,0
2431,46620,854,2024-07-22 00:00:00,2024-07-22 09:46:40,Delay,9.777748122,FALSE,2,0
2432,46654,634,2024-08-15 00:00:00,2024-08-15 22:27:56,TechIssue,22.4656629,FALSE,2,0
2433,46693,458,2025-05-12 00:00:00,2025-05-12 21:37:48,Damage,21.62995283,FALSE,4,0
2434,46718,228,2024-12-30 00:00:00,2024-12-30 02:50:56,Damage,2.848860117,FALSE,3,0
2435,46736,183,2025-05-11 00:00:00,2025-05-11 16:40:36,Delay,16.67677347,FALSE,2,0
2436,46744,30,2024-07-05 00:00:00,2024-07-05 07:42:29,Refund,7.708079518,FALSE,3,0
2437,46755,501,2024-09-08 00:00:00,2024-09-08 21:48:53,Refund,21.81467878,TRUE,3,1127.715435
2438,46767,390,2025-01-26 00:00:00,2025-01-26 07:00:34,Delay,7.009549691,FALSE,3,0
2439,46780,944,2025-04-24 00:00:00,2025-04-24 16:54:45,Damage,16.91241408,FALSE,5,0
2440,46796,83,2024-09-22 00:00:00,2024-09-22 09:28:50,Refund,9.480628295,FALSE,5,0
2441,46811,267,2025-01-28 00:00:00,2025-01-28 10:28:11,Refund,10.46983371,FALSE,3,0
2442,46819,932,2025-06-08 00:00:00,2025-06-08 03:15:26,Refund,3.257296177,FALSE,5,0
2443,46847,133,2025-03-29 00:00:00,2025-03-29 13:22:47,Delay,13.37968538,FALSE,4,0
2444,46851,728,2025-04-01 00:00:00,2025-04-01 04:49:01,TechIssue,4.816964721,FALSE,1,0
2445,46894,998,2025-06-18 00:00:00,2025-06-21 23:50:04,Damage,95.83448171,FALSE,1,0
2446,46910,190,2025-01-19 00:00:00,2025-01-19 20:01:49,Damage,20.03025672,FALSE,5,0
2447,46931,859,2025-03-12 00:00:00,2025-03-12 17:15:16,Delay,17.25455637,FALSE,2,0
2448,46952,202,2025-05-15 00:00:00,2025-05-15 08:47:43,Damage,8.795246519,FALSE,3,0
2449,46959,935,2024-10-27 00:00:00,2024-10-27 15:32:00,Delay,15.53320127,TRUE,5,2291.315036
2450,46978,569,2025-06-11 00:00:00,2025-06-11 04:24:53,TechIssue,4.414677673,FALSE,3,0
2451,46987,826,2025-05-17 00:00:00,2025-05-17 05:46:33,TechIssue,5.775891009,FALSE,5,0
2452,47025,467,2024-07-01 00:00:00,2024-07-01 07:06:29,Delay,7.108173395,FALSE,4,0
2453,47031,452,2025-04-23 00:00:00,2025-04-23 03:06:33,Damage,3.109042128,FALSE,4,0
2454,47049,704,2024-08-06 00:00:00,2024-08-06 14:18:16,Refund,14.3043549,FALSE,1,0
2455,47090,249,2025-01-24 00:00:00,2025-01-24 17:34:54,Delay,17.58177594,FALSE,3,0
2456,47097,575,2025-03-15 00:00:00,2025-03-15 21:15:20,Delay,21.2555091,FALSE,3,0
2457,47101,566,2024-08-15 00:00:00,2024-08-15 17:58:53,Delay,17.98130378,TRUE,1,1047.842421
2458,47103,883,2025-03-27 00:00:00,2025-03-27 04:42:47,Refund,4.71314745,FALSE,3,0
2459,47165,888,2025-02-14 00:00:00,2025-02-14 15:08:54,TechIssue,15.1484246,FALSE,1,0
2460,47197,840,2025-02-08 00:00:00,2025-02-08 17:14:22,Refund,17.23955986,FALSE,3,0
2461,47211,148,2024-09-12 00:00:00,2024-09-12 18:24:35,Damage,18.40964744,FALSE,4,0
2462,47233,244,2025-05-12 00:00:00,2025-05-12 03:45:30,Refund,3.758401288,FALSE,3,0
2463,47239,642,2025-03-08 00:00:00,2025-03-08 06:35:24,Delay,6.589998076,FALSE,5,0
2464,47247,792,2024-07-06 00:00:00,2024-07-06 12:42:36,TechIssue,12.71004505,FALSE,4,0
2465,47257,422,2025-01-18 00:00:00,2025-01-18 10:04:45,TechIssue,10.0792391,FALSE,3,0
2466,47273,941,2024-08-27 00:00:00,2024-08-27 07:39:11,Damage,7.652933305,FALSE,4,0
2467,47325,747,2024-08-18 00:00:00,2024-08-18 13:53:43,Delay,13.89534195,FALSE,2,0
2468,47327,277,2024-12-10 00:00:00,2024-12-10 07:20:21,TechIssue,7.33925801,FALSE,1,0
2469,47343,870,2025-06-08 00:00:00,2025-06-08 12:50:42,Damage,12.84495015,FALSE,1,0
2470,47351,125,2025-06-02 00:00:00,2025-06-02 16:23:49,TechIssue,16.39707028,FALSE,5,0
2471,47356,146,2024-12-31 00:00:00,2024-12-31 10:48:14,Refund,10.80400755,FALSE,2,0
2472,47357,339,2024-12-24 00:00:00,2024-12-24 21:54:20,Delay,21.90555611,FALSE,1,0
2473,47411,389,2024-09-03 00:00:00,2024-09-03 18:10:37,TechIssue,18.17681986,FALSE,1,0
2474,47415,537,2025-04-14 00:00:00,2025-04-14 20:42:04,Damage,20.70103777,FALSE,1,0
2475,47428,821,2024-07-26 00:00:00,2024-07-26 22:52:54,TechIssue,22.88160995,FALSE,5,0
2476,47431,88,2024-11-24 00:00:00,2024-11-24 14:34:27,Refund,14.57419583,FALSE,1,0
2477,47442,70,2025-01-30 00:00:00,2025-01-30 14:24:11,Refund,14.40306683,FALSE,4,0
2478,47464,85,2024-11-23 00:00:00,2024-11-23 23:56:01,Delay,23.93365998,FALSE,5,0
2479,47476,633,2025-02-21 00:00:00,2025-02-22 08:51:54,TechIssue,32.86508882,FALSE,5,0
2480,47506,994,2025-06-22 00:00:00,2025-06-22 17:20:59,TechIssue,17.34975297,TRUE,1,2603.105679
2481,47545,698,2025-01-26 00:00:00,2025-01-26 14:35:23,Refund,14.58985512,FALSE,3,0
2482,47560,353,2024-11-13 00:00:00,2024-11-13 16:35:23,Damage,16.58974311,FALSE,4,0
2483,47565,222,2025-06-08 00:00:00,2025-06-08 18:44:15,TechIssue,18.73744263,FALSE,2,0
2484,47566,687,2025-01-27 00:00:00,2025-01-31 09:48:31,Refund,105.8085894,FALSE,4,0
2485,47573,837,2024-07-22 00:00:00,2024-07-24 11:57:29,TechIssue,59.95808407,FALSE,3,0
2486,47587,697,2024-09-01 00:00:00,2024-09-01 15:29:42,Delay,15.49493571,FALSE,2,0
2487,47610,698,2024-08-15 00:00:00,2024-08-15 07:44:57,Delay,7.749217263,FALSE,3,0
2488,47613,310,2025-02-26 00:00:00,2025-02-26 10:13:06,Damage,10.21834307,FALSE,2,0
2489,47617,426,2024-08-30 00:00:00,2024-08-30 09:39:34,Damage,9.659400022,FALSE,3,0
2490,47622,898,2024-08-01 00:00:00,2024-08-01 08:15:41,Damage,8.261277834,FALSE,2,0
2491,47639,378,2024-08-25 00:00:00,2024-08-25 14:18:15,Damage,14.30412215,FALSE,1,0
2492,47642,942,2025-03-09 00:00:00,2025-03-09 23:54:20,Refund,23.90554001,FALSE,3,0
2493,47649,581,2024-08-28 00:00:00,2024-08-28 04:26:35,Delay,4.443011629,FALSE,4,0
2494,47652,534,2024-10-07 00:00:00,2024-10-07 23:54:57,TechIssue,23.91576474,FALSE,4,0
2495,47662,923,2025-01-12 00:00:00,2025-01-12 17:55:17,Refund,17.9213757,FALSE,3,0
2496,47679,880,2025-01-11 00:00:00,2025-01-11 23:35:08,Delay,23.58556693,FALSE,4,0
2497,47796,623,2024-12-04 00:00:00,2024-12-04 09:50:30,Damage,9.841701915,FALSE,1,0
2498,47818,467,2024-07-21 00:00:00,2024-07-21 05:06:49,TechIssue,5.113515308,FALSE,3,0
2499,47842,975,2025-01-05 00:00:00,2025-01-05 12:37:04,Damage,12.61789564,FALSE,2,0
2500,47848,392,2025-02-17 00:00:00,2025-02-19 09:37:58,Delay,57.63278284,FALSE,3,0
2501,47853,555,2025-03-06 00:00:00,2025-03-06 01:13:26,TechIssue,1.223938853,FALSE,2,0
2502,47862,851,2024-08-07 00:00:00,2024-08-07 06:41:46,Delay,6.696007707,FALSE,2,0
2503,47880,5,2025-01-31 00:00:00,2025-01-31 04:27:16,Damage,4.454382536,FALSE,4,0
2504,47888,659,2024-09-02 00:00:00,2024-09-02 06:29:37,Damage,6.493571843,FALSE,2,0
2505,47893,105,2024-11-05 00:00:00,2024-11-05 09:36:11,Delay,9.603068557,FALSE,5,0
2506,47897,914,2024-07-31 00:00:00,2024-07-31 08:35:40,Refund,8.594439918,FALSE,2,0
2507,47924,320,2025-03-22 00:00:00,2025-03-22 18:25:27,Delay,18.42406973,FALSE,5,0
2508,47959,436,2024-11-06 00:00:00,2024-11-06 21:55:14,TechIssue,21.92044393,FALSE,3,0
2509,47963,922,2024-09-26 00:00:00,2024-09-26 21:39:34,Refund,21.65954951,FALSE,4,0
2510,47992,532,2024-07-02 00:00:00,2024-07-02 06:41:17,Delay,6.68813292,FALSE,3,0
2511,48007,393,2024-09-22 00:00:00,2024-09-22 10:39:34,Refund,10.65936238,FALSE,3,0
2512,48044,15,2025-05-12 00:00:00,2025-05-12 08:38:32,Delay,8.642145707,FALSE,5,0
2513,48085,203,2025-05-11 00:00:00,2025-05-13 17:40:24,TechIssue,65.67319551,FALSE,5,0
2514,48108,695,2024-07-27 00:00:00,2024-07-27 10:19:15,Refund,10.32077796,FALSE,3,0
2515,48120,986,2025-02-09 00:00:00,2025-02-09 21:30:35,Delay,21.50983014,FALSE,5,0
2516,48127,35,2025-03-21 00:00:00,2025-03-23 10:42:36,TechIssue,58.71011696,FALSE,1,0
2517,48160,91,2024-11-01 00:00:00,2024-11-01 22:08:12,Damage,22.13659833,FALSE,4,0
2518,48167,237,2025-01-22 00:00:00,2025-01-22 13:04:03,Damage,13.06739296,FALSE,2,0
2519,48181,669,2025-03-20 00:00:00,2025-03-20 05:36:37,Refund,5.610347722,FALSE,5,0
2520,48269,776,2024-08-18 00:00:00,2024-08-18 06:05:20,TechIssue,6.088923111,FALSE,4,0
2521,48277,859,2024-09-16 00:00:00,2024-09-16 12:29:51,Damage,12.49738245,FALSE,2,0
2522,48286,97,2024-07-23 00:00:00,2024-07-23 22:42:12,TechIssue,22.70337786,FALSE,3,0
2523,48296,443,2024-11-14 00:00:00,2024-11-14 23:57:14,TechIssue,23.953809,FALSE,1,0
2524,48325,98,2024-12-19 00:00:00,2024-12-19 08:10:32,Refund,8.175425718,FALSE,1,0
2525,48342,136,2024-07-14 00:00:00,2024-07-14 19:00:23,Damage,19.00639951,FALSE,1,0
2526,48345,478,2024-11-11 00:00:00,2024-11-11 20:38:09,Damage,20.63582208,FALSE,4,0
2527,48384,381,2025-02-19 00:00:00,2025-02-19 18:35:10,Refund,18.58614665,FALSE,1,0
2528,48404,81,2024-11-21 00:00:00,2024-11-21 16:42:51,TechIssue,16.71423021,FALSE,2,0
2529,48424,539,2024-07-17 00:00:00,2024-07-17 18:09:21,Delay,18.15589909,FALSE,1,0
2530,48442,831,2025-03-28 00:00:00,2025-03-28 04:48:59,Delay,4.816293595,FALSE,1,0
2531,48449,151,2025-03-28 00:00:00,2025-03-28 23:02:51,Damage,23.04739513,FALSE,1,0
2532,48466,193,2024-12-09 00:00:00,2024-12-09 13:25:27,TechIssue,13.42415402,FALSE,3,0
2533,48536,348,2024-07-05 00:00:00,2024-07-05 05:36:06,Delay,5.601776179,TRUE,2,1657.398855
2534,48546,276,2025-01-21 00:00:00,2025-01-21 01:29:55,Delay,1.49870515,FALSE,1,0
2535,48559,371,2025-04-12 00:00:00,2025-04-12 11:23:06,Refund,11.38489474,FALSE,3,0
2536,48584,598,2024-07-01 00:00:00,2024-07-01 23:06:40,TechIssue,23.11099807,FALSE,4,0
2537,48637,244,2025-01-18 00:00:00,2025-01-18 03:15:08,Refund,3.252093103,FALSE,5,0
2538,48653,920,2025-04-13 00:00:00,2025-04-15 04:19:11,Delay,52.31966233,FALSE,2,0
2539,48655,912,2025-03-08 00:00:00,2025-03-08 09:11:54,Damage,9.198319527,FALSE,4,0
2540,48690,162,2025-03-02 00:00:00,2025-03-03 00:19:48,Delay,24.33013662,FALSE,5,0
2541,48695,631,2024-09-02 00:00:00,2024-09-02 16:56:51,Damage,16.9474414,FALSE,5,0
2542,48733,458,2025-04-04 00:00:00,2025-04-04 01:19:10,Refund,1.319410193,FALSE,1,0
2543,48743,129,2024-07-23 00:00:00,2024-07-24 21:29:02,Refund,45.4838965,FALSE,1,0
2544,48745,101,2025-06-29 00:00:00,2025-06-29 15:45:29,Refund,15.75803812,FALSE,3,0
2545,48797,963,2024-10-19 00:00:00,2024-10-19 01:48:08,Damage,1.802344201,FALSE,3,0
2546,48820,945,2024-12-23 00:00:00,2024-12-23 13:40:54,Refund,13.68160509,FALSE,2,0
2547,48828,830,2024-10-15 00:00:00,2024-10-15 18:50:46,TechIssue,18.8460057,FALSE,5,0
2548,48832,32,2024-12-25 00:00:00,2024-12-25 22:02:05,Refund,22.03470994,FALSE,1,0
2549,48838,911,2024-07-27 00:00:00,2024-07-27 11:13:59,Delay,11.23301432,FALSE,2,0
2550,48843,808,2024-08-24 00:00:00,2024-08-24 22:30:30,Refund,22.5083123,FALSE,1,0
2551,48862,759,2024-11-09 00:00:00,2024-11-09 06:28:31,Delay,6.475260288,FALSE,3,0
2552,48873,796,2024-09-16 00:00:00,2024-09-16 19:08:07,Refund,19.13529762,FALSE,1,0
2553,48905,648,2025-02-06 00:00:00,2025-02-06 14:42:35,Delay,14.70976674,FALSE,3,0
2554,48927,927,2024-12-18 00:00:00,2024-12-18 02:49:36,Refund,2.826549967,FALSE,2,0
2555,48937,144,2025-05-27 00:00:00,2025-05-27 08:38:36,Refund,8.643291253,FALSE,1,0
2556,48939,561,2025-06-15 00:00:00,2025-06-15 20:52:36,TechIssue,20.87678371,FALSE,2,0
2557,48941,450,2025-06-06 00:00:00,2025-06-06 06:41:01,Refund,6.683585528,FALSE,2,0
2558,48989,955,2025-06-11 00:00:00,2025-06-11 18:41:04,Refund,18.68440554,FALSE,2,0
2559,48994,703,2024-08-13 00:00:00,2024-08-13 05:37:18,Damage,5.621712789,FALSE,1,0
2560,49013,251,2024-08-10 00:00:00,2024-08-10 08:29:40,Damage,8.494516142,FALSE,1,0
2561,49030,722,2024-07-21 00:00:00,2024-07-21 07:44:18,Refund,7.738363405,FALSE,3,0
2562,49047,622,2025-02-05 00:00:00,2025-02-05 05:36:37,Delay,5.610164918,FALSE,4,0
2563,49063,845,2024-08-16 00:00:00,2024-08-16 14:07:27,Delay,14.12427306,FALSE,4,0
2564,49073,898,2024-08-01 00:00:00,2024-08-01 09:54:18,Delay,9.905109962,FALSE,5,0
2565,49092,991,2024-12-20 00:00:00,2024-12-21 09:44:17,Delay,33.73792398,FALSE,4,0
